,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하,지역
125,서울 중구 00동,281.12, 37 개, 14 개,00 대,5000 만원,450,72,2억,-선택사항- ,-선택사항-     ,5000,20000,37,450,72,41,20000,522,123,2.1,2.6,4.0,15468,15468,15468,1441,1289,1061,9552,7728,4992,796,644,416,47,38,24,중구
126,서울 중구 00동,126.88, 29 개, 29 개,00 대,3000 만원,220,20,2억,-선택사항- ,-선택사항-     ,3000,20000,29,220,20,41,20000,240,96,2.1,2.5,3.4,12120,12120,12120,1129,1010,832,9516,8088,5952,793,674,496,47,40,29,중구
127,서울 구로구 00동,166.65, 27 개, 12 개,00 대,5천 만원,360, 없음 ,1억,-선택사항- ,-선택사항-     ,5000,10000,27,360,0,36,10000,360,90,1.8,2.2,3.6,9912,9912,9912,923,826,680,5676,4512,2760,473,376,230,56,45,27,구로구
128,서울 송파구 00동,166.68, 30 개, 30 개,00 대,5000 만원,400, 없음 ,2억,-선택사항- ,-선택사항-     ,5000,20000,30,400,0,42,20000,400,100,2.4,2.9,4.4,12852,12852,12852,1197,1071,882,8364,6852,4584,697,571,382,41,34,22,송파구
129,서울 광진구 00동,340, 40 개, 11 개,2 대,4000 만원,420,0,2억,-선택사항- ,-선택사항-     ,4000,20000,40,420,0,39,20000,420,133,1.8,2.2,3.1,15912,15912,15912,1482,1326,1092,11148,9276,6468,929,773,539,55,46,32,광진구
130,서울 종로구 종각,3320, 33 개, 33 개,1 대,6000 만원,360,0,3억2천,1호선 종각역,-선택사항-     ,6000,32000,33,360,0,42,32000,360,110,3.2,3.8,5.3,14136,14136,14136,1316,1178,970,10152,8496,6000,846,708,500,31,26,18,종로구
131,서울 성북구 00동,520, 47 개, 47 개,00 대,5천 만원,680,50,3억2천,-선택사항- ,-선택사항-     ,5000,32000,47,680,50,37,32000,730,156,3.5,4.5,8.1,17736,17736,17736,1652,1478,1217,9192,7104,3972,766,592,331,28,22,12,성북구
132,서울 동작구 00동,430, 24 개, 24 개,00 대,8천 만원,270,30,2억3천,-선택사항- ,-선택사항-     ,8000,23000,24,270,30,38,23000,300,80,3.9,4.9,7.4,9300,9300,9300,866,775,638,5832,4740,3096,486,395,258,25,20,13,동작구
133,서울 종로구 00동,315, 36 개, 19 개,00 대,8000 만원,520,0,2억,-선택사항- ,-선택사항-     ,8000,20000,36,520,0,42,20000,520,120,2.1,2.6,4.0,15420,15420,15420,1436,1285,1058,9552,7740,5016,796,645,418,47,38,25,종로구
134,서울 중구 00동,320, 35 개, 35 개,1 대,5000 만원,400,0,1억9천만,-선택사항- ,-선택사항-     ,5000,19000,35,400,0,41,19000,400,116,1.9,2.3,3.2,14628,14628,14628,1363,1219,1004,10164,8436,5856,847,703,488,53,44,30,중구
135,서울 송파구 00동,161.15, 25 개,  개,00 대,3000 만원,215, 없음 ,3000,-선택사항- ,-선택사항-     ,3000,3000,25,215,0,42,3000,215,83,0.4,0.4,0.6,10704,10704,10704,997,892,735,8388,7128,5244,699,594,437,279,237,174,송파구
136,서울 영등포구 00동,380, 57 개,  개,00 대,5000 만원,385, 없음 ,13000,-선택사항- ,-선택사항-     ,5000,13000,57,385,0,38,13000,385,190,0.7,0.9,1.2,22092,22092,22092,2057,1841,1516,17784,15192,11292,1482,1266,941,136,116,86,영등포구
137,서울 강동구 길동,240.3, 28 개, 17 개,X 대,3천 만원,264, 없음 ,1억7천,-선택사항- ,-선택사항-     ,3000,17000,28,264,0,38,17000,264,93,2.2,2.6,3.7,10848,10848,10848,1010,904,744,7836,6564,4644,653,547,387,46,38,27,강동구
138,서울 송파구 풍납동,155.26, 37 개, 4 개,X 대,3천5백 만원,350, 없음 ,1억5천5백,-선택사항- ,-선택사항-     ,3500,15500,37,350,0,42,15500,350,123,1.3,1.5,2.1,15840,15840,15840,1476,1320,1087,12036,10164,7368,1003,847,614,77,65,47,송파구
139,서울 성동구 용답동,154, 32 개, 32 개,1 대,4천 만원,280, 20만원 ,2억7천,-선택사항- ,-선택사항-     ,4000,27000,32,280,20,38,27000,300,106,3.0,3.6,5.1,12396,12396,12396,1155,1033,851,8988,7524,5340,749,627,445,33,27,19,성동구
140,서울 서초구 00동,275.18, 27 개, 27 개,00 대,5000 만원,420, 25만원 ,25000,-선택사항- ,-선택사항-     ,5000,25000,27,420,25,45,25000,445,90,3.4,4.2,6.6,12384,12384,12384,1154,1032,850,7428,5964,3780,619,497,315,29,23,15,서초구
141,서울 중구 00동,417.6, 37 개, 37 개,00 대,6000 만원,650, 없음 ,22000,-선택사항- ,-선택사항-     ,6000,22000,37,650,0,41,22000,650,123,2.7,3.6,6.4,15468,15468,15468,1441,1289,1061,8016,6192,3456,668,516,288,36,28,15,중구
142,서울 중구 을지로,279.7, 40 개, 6 개,00 대,3000 만원,350,0,12000,-선택사항- ,-선택사항-     ,3000,12000,40,350,0,41,12000,350,133,0.9,1.1,1.5,16728,16728,16728,1558,1394,1148,12900,10932,7980,1075,911,665,107,91,66,중구
143,서울 강북구 00동,262.98, 17 개, 17 개,00 대,3000 만원,250, 없슴 ,17000,-선택사항- ,-선택사항-     ,3000,17000,17,250,0,35,17000,250,56,5.5,7.1,12.9,6060,6060,6060,565,505,416,3108,2388,1320,259,199,110,18,14,7,강북구
144,서울 종로구 관수동,265.12, 40 개, 40 개,00 대,7000 만원,600,0,37000,-선택사항- ,-선택사항-     ,7000,37000,40,600,0,42,37000,600,133,3.6,4.4,7.0,17136,17136,17136,1596,1428,1176,10356,8340,5316,863,695,443,27,22,14,종로구
145,서울 종로구 00동,175.86, 20 개,  개,00 대,4000 만원,250,0,21000,-선택사항- ,-선택사항-     ,4000,21000,20,250,0,42,21000,250,66,3.6,4.4,6.4,8568,8568,8568,798,714,588,5784,4776,3264,482,398,272,27,22,15,종로구
146,서울 서초구 00동,0, 53 개,  개,00 대,10000 만원,520,0,22000,-선택사항- ,-선택사항-     ,10000,22000,53,520,0,45,22000,520,176,1.2,1.4,1.9,24324,24324,24324,2265,2027,1669,18828,15972,11676,1569,1331,973,85,72,53,서초구
147,서울 동작구 노량진동,253.41, 30 개, 30 개,00 대,5000 만원,300,0,35000,-선택사항- ,-선택사항-     ,5000,35000,30,300,0,38,35000,300,100,4.3,5.1,7.3,11628,11628,11628,1083,969,798,8196,6828,4776,683,569,398,23,19,13,동작구
148,서울 종로구 00동,250,  개,  개,00 대,8000 만원,520, 없음 ,1억8000,-선택사항- ,-선택사항-     ,8000,18000,0,520,0,42,18000,520,100,2.6,3.3,5.7,12852,12852,12852,1197,1071,882,6924,5412,3144,577,451,262,38,30,17,종로구
149,서울 종로구 00동,244,  개,  개,00 대,3000 만원,300, 없음 ,5500,-선택사항- ,-선택사항-     ,3000,5500,0,300,0,42,5500,300,100,0.6,0.7,1.0,12852,12852,12852,1197,1071,882,9564,8052,5784,797,671,482,173,146,105,종로구
150,서울 영등포구 영등포동,194.19, 39 개, 38 개,1 대,1억 만원,665, 포함 ,1억7천,-선택사항- ,-선택사항-     ,10000,17000,39,665,0,38,17000,665,130,2.3,3.1,5.9,15108,15108,15108,1407,1259,1037,7344,5568,2904,612,464,242,43,32,17,영등포구
151,서울 광진구 00동,360, 43 개, 40 개,00 대,5000 만원,500,0,3억3000,-선택사항- ,-선택사항-     ,5000,33000,43,500,0,39,33000,500,143,2.9,3.5,5.2,17100,17100,17100,1593,1425,1173,11400,9384,6360,950,782,530,34,28,19,광진구
152,서울 동작구 00동,180, 25 개,  개,00 대,5000 만원,275,0,14000,-선택사항- ,-선택사항-     ,5000,14000,25,275,0,38,14000,275,83,2.1,2.6,3.8,9684,9684,9684,902,807,665,6528,5388,3684,544,449,307,46,38,26,동작구
153,서울 동작구 00동,240, 40 개,  개,00 대,2000 만원,210,0,9000,-선택사항- ,-선택사항-     ,2000,9000,40,210,0,38,9000,210,133,0.7,0.8,1.0,15504,15504,15504,1444,1292,1064,13212,11388,8652,1101,949,721,146,126,96,동작구
154,서울 강남구 00동,303.8,  개,  개,00 대,5000 만원,600,0,24000,-선택사항- ,-선택사항-     ,5000,24000,0,600,0,48,24000,600,100,3.0,3.8,6.5,14688,14688,14688,1368,1224,1007,8016,6288,3684,668,524,307,33,26,15,강남구
155,서울 영등포구 00동,295, 30 개,  개,00 대,4000 만원,300,0,26000,-선택사항- ,-선택사항-     ,4000,26000,30,300,0,38,26000,300,100,3.2,3.8,5.4,11628,11628,11628,1083,969,798,8196,6828,4776,683,569,398,31,26,18,영등포구
156,서울 노원구 00동,500, 55 개,  개,00 대,6000 만원,680,0,30000,-선택사항- ,-선택사항-     ,6000,30000,55,680,0,36,30000,680,183,2.5,3.0,4.8,20196,20196,20196,1881,1683,1386,12216,9840,6276,1018,820,523,40,32,20,노원구
157,서울 관악구 00동,230, 35 개,  개,00 대,5000 만원,330,0,18000,-선택사항- ,-선택사항-     ,5000,18000,35,330,0,33,18000,330,116,2.3,2.8,4.1,11772,11772,11772,1097,981,808,7812,6420,4344,651,535,362,43,35,24,관악구
158,서울 마포구 00동,. , 50 개, . 개,. 대,. 만원, . , . ,2억4천5백,2호선 홍대입구역,-선택사항-     ,0,24500,50,0,0,40,24500,0,166,1.2,1.3,1.7,20400,20400,20400,1900,1700,1400,20808,18408,14808,1734,1534,1234,84,75,60,마포구
159,서울 구로구 00동,. , 39 개, . 개,. 대,. 만원, . , . ,4억6천,7호선 가산디지털역,-선택사항-     ,0,46000,39,0,0,36,46000,0,130,3.2,3.6,4.5,14316,14316,14316,1333,1193,982,14436,12756,10224,1203,1063,852,31,27,22,구로구
160,서울 영등포구 00동,. , 40 개, . 개,. 대,. 만원, . , . ,1억1천,2호선 당산역,-선택사항-     ,0,11000,40,0,0,38,11000,0,133,0.7,0.8,1.0,15504,15504,15504,1444,1292,1064,15732,13908,11172,1311,1159,931,143,126,101,영등포구
161,서울 용산구 00동,118.88, 49 개, 0 개,00 대,9000 만원,500,0,13000,-선택사항- ,-선택사항-     ,9000,13000,49,500,0,37,13000,500,163,1.0,1.2,1.8,18492,18492,18492,1722,1541,1269,12708,10536,7272,1059,878,606,97,81,55,용산구
162,서울 구로구 00동,462, 41 개, 41 개,00 대,5천 만원,420,30,4억1천,-선택사항- ,-선택사항-     ,5000,41000,41,420,30,36,41000,450,136,4.2,5.1,7.6,15048,15048,15048,1402,1254,1033,9792,8016,5364,816,668,447,23,19,13,구로구
163,서울 중구 00동,298, 43 개, 39 개,2 대,7000 만원,600,0,18000,-선택사항- ,-선택사항-     ,7000,18000,43,600,0,41,18000,600,143,1.6,2.0,3.1,17976,17976,17976,1674,1498,1234,11172,9060,5892,931,755,491,62,50,32,중구
164,서울 강동구 00동,422.18, 54 개, 17 개,4 대,8000 만원,500, 포함 ,2억,-선택사항- ,-선택사항-     ,8000,20000,54,500,0,38,20000,500,180,1.3,1.6,2.2,20928,20928,20928,1949,1744,1436,15228,12768,9072,1269,1064,756,76,63,45,강동구
165,서울 송파구 00동,403, 50 개,  개,00 대,4천 만원,450,50,1억7천5백,-선택사항- ,-선택사항-     ,4000,17500,50,450,50,42,17500,500,166,1.1,1.3,1.8,21420,21420,21420,1995,1785,1470,15948,13428,9648,1329,1119,804,91,76,55,송파구
166,서울 강남구 00동,332, 40 개,  개,00 대,6천 만원,470,50,1억9천5백,-선택사항- ,-선택사항-     ,6000,19500,40,470,50,48,19500,520,133,1.4,1.7,2.4,19584,19584,19584,1824,1632,1344,14052,11748,8292,1171,979,691,72,60,42,강남구
167,서울 중구 00동,380, 42 개, 42 개,00 대,6천 만원,580,50,3억6천,-선택사항- ,-선택사항-     ,6000,36000,42,580,50,41,36000,630,140,3.5,4.3,6.9,17556,17556,17556,1635,1463,1205,10380,8316,5220,865,693,435,28,23,14,중구
168,서울 송파구 00동,300, 30 개, 30 개,00 대,4천 만원,390,60,2억3천,-선택사항- ,-선택사항-     ,4000,23000,30,390,60,42,23000,450,100,3.0,3.7,5.8,12852,12852,12852,1197,1071,882,7764,6252,3984,647,521,332,33,27,17,송파구
169,서울 도봉구 00동,70평 ,  개,  개,00 대,3000 만원,200,0,18000,-선택사항- ,-선택사항-     ,3000,18000,0,200,0,32,18000,200,100,2.5,2.9,4.0,9792,9792,9792,912,816,672,7344,6192,4464,612,516,372,40,34,24,도봉구
170,서울 도봉구 00동,90평 ,  개,  개,00 대,7000 만원,300,0,12000,-선택사항- ,-선택사항-     ,7000,12000,0,300,0,32,12000,300,100,2.0,2.4,3.7,9792,9792,9792,912,816,672,6144,4992,3264,512,416,272,51,41,27,도봉구
171,서울 동작구 00동,135평 ,  개,  개,00 대,9000 만원,550,0,36000,-선택사항- ,-선택사항-     ,9000,36000,0,550,0,38,36000,550,100,6.9,9.4,20.3,11628,11628,11628,1083,969,798,5196,3828,1776,433,319,148,14,10,4,동작구
172,서울 동작구 00동,90평 ,  개,  개,00 대,4000 만원,330,0,16000,-선택사항- ,-선택사항-     ,4000,16000,0,330,0,38,16000,330,100,2.0,2.5,3.6,11628,11628,11628,1083,969,798,7836,6468,4416,653,539,368,48,40,27,동작구
173,서울 구로구 00동,105평 ,  개,  개,00 대,5000 만원,420,0,1억,-선택사항- ,-선택사항-     ,5000,10000,0,420,0,36,10000,420,100,1.6,2.1,3.5,11016,11016,11016,1026,918,756,6072,4776,2832,506,398,236,60,47,28,구로구
174,서울 중구 00동,. ,  개,  개,00 대, 만원,443,0,1억8천,-선택사항- ,-선택사항-     ,0,18000,0,443,0,41,18000,443,100,2.4,3.0,4.7,12540,12540,12540,1168,1045,861,7500,6024,3816,625,502,318,41,33,21,중구
175,서울 강동구 둔촌동,373.5, 58 개, 2 개,3 대,5000 만원,330, 65만원 ,13000,-선택사항- ,-선택사항-     ,5000,13000,58,330,65,38,13000,395,193,0.7,0.8,1.1,22476,22476,22476,2093,1873,1542,18060,15420,11448,1505,1285,954,138,118,88,강동구
176,서울 성동구 00동,309.52, 41 개, 0 개,00 대,5000 만원,370,0,12500,-선택사항- ,-선택사항-     ,5000,12500,41,370,0,38,12500,370,136,1.1,1.3,1.8,15888,15888,15888,1480,1324,1090,11688,9816,7008,974,818,584,93,78,56,성동구
177,서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,390,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,390,0,38,15000,390,116,1.7,2.0,2.9,13560,13560,13560,1263,1130,930,9084,7488,5088,757,624,424,60,49,33,영등포구
178,서울 강동구 00동,390, 35 개, 35 개,1 대,5000 만원,580,0,27000,-선택사항- ,-선택사항-     ,5000,27000,35,580,0,38,27000,580,116,4.0,5.2,9.6,13560,13560,13560,1263,1130,930,6804,5208,2808,567,434,234,25,19,10,강동구
179,서울 구로구 00동,340, 40 개, 24 개,1 대,4000 만원,360, 별도 ,17000,-선택사항- ,-선택사항-     ,4000,17000,40,360,0,36,17000,360,133,1.6,1.9,2.8,14688,14688,14688,1368,1224,1007,10500,8772,6168,875,731,514,61,51,36,구로구
