순번,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리,공실률,,,지역 평균 공실률,
1798,서초구,서울 서초구 바우뫼로39길 92,3호선 양재역,랭스테이 양재점,1,43,월세  38~68,Y,N,공용,N,2.33%,,,,
1799,광진구,서울 광진구 자양로18길 56,2호선 구의역,로카하우스 구의,1,28,월세  45~60,Y,N,공용,Y,3.57%,,,,
1800,동대문구,서울 동대문구 회기로 122,1호선 회기역,파인리빙텔 2호점,7,30,월세  25~45,Y,N,공용,N,23.33%,,,,
1801,동작구,서울 동작구 만양로6길 46,1호선 노량진역,효성고시원,0,65,월세  23~25,Y,N,공용,Y,0.00%,,,,
1802,마포구,서울 마포구 백범로 127,6호선 대흥역,멀티하우스 서강대점,1,52,월세  22~40,Y,N,공용,Y,1.92%,,,,
1803,마포구,서울 마포구 신촌로14길 29,2호선 신촌역,휴식 신촌점,0,30,월세  40~55,Y,N,공용,N,0.00%,,,,
1804,서초구,서울 서초구 사평대로56길 8,9호선 신논현역,클라트하우스,12,39,월세  38~60,Y,N,공용,Y,30.77%,,,,
1805,광진구,서울 광진구 군자로 50,7호선 어린이대공원역,아름빌하우스 건대입구점,1,30,월세  35~55,Y,N,여성전용,N,3.33%,,,,
1806,중구,서울 중구 다산로40길 51,2호선 신당역,오픈하우스 신당역점,1,51,월세  35~45,Y,2,공용,Y,1.96%,,,,
1807,영등포구,서울 영등포구 영등포로 163,5호선 영등포시장역,푸른솔 고시원,1,40,월세  25~30,Y,N,공용,N,2.50%,,,,
1808,마포구,서울 마포구 동교로 164,2호선 홍대입구역,마루스테이 홍대점,3,45,월세  40~50,Y,5,공용,Y,6.67%,,,,
1809,구로구,서울 구로구 구로동로 179,1호선 구로역,캐슬리빙텔 구로점,1,31,월세  35~45,Y,4,공용,N,3.23%,,,,
1810,강서구,서울 강서구 개화동로27길 55,9호선 공항시장역,이삭미니텔고시원,1,50,월세  20~28,Y,N,공용,N,2.00%,,,,
1811,중랑구,서울 중랑구 사가정로50길 30,7호선 사가정역,종로고시원,1,28,월세  20~30,Y,N,공용,N,3.57%,,,,
1812,노원구,서울 노원구 상계로 97,4호선 노원역,오픈하우스 노원점,1,34,월세  35~55,Y,5,공용,N,2.94%,,,,
1813,동작구,서울 동작구 대림로 54,2호선 신대방역,코지하우스 신대방역 디지털단지점,4,40,월세  20~45,Y,N,공용,N,10.00%,,,,
1814,송파구,서울 송파구 백제고분로9길 23,2호선 잠실새내역,허브원룸텔,1,33,월세  30~38,Y,N,공용,N,3.03%,,,,
1815,양천구,서울 양천구 목동중앙북로 21,9호선 등촌역,등촌역소호레지던스,1,48,월세  26~50,Y,1,공용,N,2.08%,,,,
1816,광진구,서울 광진구 동일로22길 25,2호선 건대입구역,휴스테이 건대점,3,35,월세  28~45,Y,N,공용,N,8.57%,,,,
1817,관악구,서울 관악구 신림로21길 52,N,로얄하우스,1,5,월세  28~28,Y,N,공용,N,20.00%,,,,
1818,관악구,서울 관악구 복은2길 6-14,N,신림 집현전,1,5,월세  20~25,Y,N,남성전용,N,20.00%,,,,
1819,영등포구,서울 영등포구 도림로 285-1,7호선 신풍역,삼성고시텔,1,34,월세  25~40,Y,N,공용,N,2.94%,,,,
1820,광진구,서울 광진구 천호대로 577,5호선 군자역,파브원룸텔,1,51,월세  32~45,Y,N,공용,N,1.96%,,,,
1821,강남구,서울 강남구 테헤란로38길 27,2호선 역삼역,오픈하우스 역삼역점,3,43,월세  35~60,Y,2,공용,N,6.98%,,,,
1822,동작구,서울 동작구 노량진로22길 44 ,9호선 노들역,스토리하우스 노량진점,1,40,월세  18~35,Y,N,공용,N,2.50%,,,,
1823,동작구,서울 동작구 만양로14가길 22,1호선 노량진역,럭키하우스 여성전용,1,31,월세  30~35,Y,N,여성전용,Y,3.23%,,,,
1824,강남구,서울 강남구 일원로9길 48 ,3호선 대청역,심플하우스 삼성병원점,1,33,월세  35~60,Y,1,공용,Y,3.03%,,,,
1825,금천구,서울 금천구 범안로 1207,1호선 독산역,가인고시텔,1,40,월세  20~20,Y,N,공용,N,2.50%,,,,
1826,강남구,서울 강남구 도곡로3길 10,3호선 양재역,더로프트 강남,4,39,월세  35~80,Y,N,공용,Y,10.26%,,,,
1827,서대문구,서울 서대문구 연세로7안길 4 ,2호선 신촌역,신촌 모닝하우스 원룸텔,1,26,월세  28~45,Y,N,공용,N,3.85%,,,,
1828,강남구,서울 강남구 테헤란로77길 11-13,2호선 선 릉역,선릉역 굿스테이 원룸텔,1,50,월세  40~55,Y,N,공용,N,2.00%,,,,
1829,서초구,서울 서초구 반포대로28길 71-18,2호선 교대역,포레스트 인 교대,1,37,월세  33~43,Y,1,공용,N,2.70%,,,,
1830,도봉구,서울 도봉구 마들로13길 153,1호선 창동역,창동 레지던스,0,24,월세  28~40,Y,N,공용,N,0.00%,,,,
1831,동작구,서울 동작구 상도로 145,7호선 장승배기역,아이원리빙텔 장승배기점,1,45,월세  30~45,Y,2,공용,N,2.22%,,,,
1832,광진구,서울 광진구 능동로13길 5 ,2호선 건대입구역,건대해피하우스,0,42,월세  30~55,Y,N,공용,Y,0.00%,,,,
1833,은평구,서울 은평구 연서로27길 33,3호선 연신내역,소호원룸텔,1,40,월세  38~42,Y,N,공용,Y,2.50%,,,,
1834,영등포구,서울 영등포구 영등포로 203-4,5호선 영등포시장역,월드고시원,1,46,월세  22~25,Y,N,공용,N,2.17%,,,,
1835,마포구,서울 마포구 대흥로20길 16,6호선 대흥역,봄하우스,1,47,월세  36~43,Y,1,공용,Y,2.13%,,,,
1836,강동구,서울 강동구 천호대로161길 25,5호선 강동역,풀하우스 고시원,1,23,월세  63~65,Y,N,공용,Y,4.35%,,,,
1837,서초구,서울 서초구 남부순환로339길 53,3호선 남부터미널역,멀티하우스 남부터미널점,1,38,월세  30~58,Y,3,공용,Y,2.63%,,,,
1838,송파구,서울 송파구 백제고분로7길 32-13,2호선 잠실새내역,프라임원룸텔 잠실새내점,1,38,월세  35~45,Y,N,공용,N,2.63%,,,,
1839,강남구,서울 강남구 도곡로6길 6,3호선 양재역,탑레지던스 원룸텔,1,42,월세  28~45,Y,N,공용,Y,2.38%,,,,
1840,성북구,서울 성북구 보문로34가길 33,4호선 성신여대입구역,성원하이빌,1,30,월세  28~38,Y,N,여성전용,N,3.33%,,,,
1841,서초구,서울 서초구 논현로17길 4,신분당선 양재시민의숲역,메가스테이 양재점,1,15,월세  50~105,Y,2,공용,N,6.67%,,,,
1842,동작구,서울 동작구 만양로 75,1호선 노량진역,레지던스 라움 원룸텔 노량진역점,1,31,월세  65~90,Y,N,공용,Y,3.23%,,,,
1843,서대문구,서울 서대문구 연세로7안길 26,2호선 신촌역,신촌원룸텔,0,55,월세  35~45,Y,N,공용,Y,0.00%,,,,
1844,종로구,서울 종로구 우정국로2길 41,1호선 종각역,레지던스큐,0,23,월세  39~52,Y,N,공용,N,0.00%,,,,
1845,송파구,서울 송파구 동남로 145,3호선 경찰병원역,더스테이 문정,1,24,월세  60~75,Y,1,공용,Y,4.17%,,,,
1846,송파구,서울 송파구 송이로26길 16-31,3호선 경찰병원역,레지던스 포레,0,20,월세  55~70,Y,N,공용,N,0.00%,,,,
1847,서초구,서울 서초구 강남대로 523,7호선 논현역,젊은공간 레지던스 반포점,1,47,월세  68~80,Y,N,공용,Y,2.13%,,,,
1848,영등포구,서울 영등포구 도영로 36,1호선 신도림역,해피고시텔,1,41,월세  30~45,Y,2,공용,N,2.44%,,,,
1849,동작구,서울 동작구 상도로 131,7호선 장승배기역,끄라샤하우스,1,40,월세  36~45,Y,3,여성전용,Y,2.50%,,,,
1850,영등포구,서울 영등포구 영중로4길 13-1,1호선 영등포역,스테이원룸텔,4,36,월세  40~60,Y,N,공용,Y,11.11%,,,,
1851,용산구,서울 용산구 청파로45길 19,4호선 숙대입구역,더원하우스,1,38,월세  30~40,Y,N,여성전용,N,2.63%,,,,
1852,강남구,서울 강남구 강남대로94길 71-8,2호선 역삼역,베이스캠프 레지던스,1,38,월세  35~45,Y,3,공용,Y,2.63%,,,,
1853,강남구,서울 강남구 학동로6길 50,7호선 논현역,휴식 논현점,1,20,월세  55~65,Y,N,공용,N,5.00%,,,,
1854,영등포구,서울 영등포구 신풍로24길 10,7호선 보라매역,그린리빙텔,4,35,월세  23~30,Y,N,공용,N,11.43%,,,,
1855,종로구,서울 종로구 수표로 115-4,1호선 종로3가역,라온하우스,1,39,월세  34~45,Y,N,공용,N,2.56%,,,,
1856,동작구,서울 동작구 만양로14길 31,1호선 노량진역,메가스테이,1,32,월세  50~80,Y,1,공용,Y,3.13%,,,,
1857,서초구,서울 서초구 신반포로43길 11-4,7호선 논현역,프로젝트230 살다,1,39,월세  40~90,Y,N,공용,Y,2.56%,,,,
1858,광진구,서울 광진구 능동로13길 70,2호선 건대입구역,다솔하우스 건대점,3,30,월세  33~60,Y,N,공용,N,10.00%,,,,
1859,광진구,서울 광진구 자양로 206-1,5호선 아차산역,로하스원룸텔,1,26,월세  36~55,Y,N,공용,N,3.85%,,,,
1860,송파구,서울 송파구 올림픽로32길 22-20,9호선 송파나루역,비더스테이 잠실역점,1,30,월세  38~55,Y,N,공용,Y,3.33%,,,,
1861,서초구,서울 서초구 서초중앙로20길 18,2호선 교대역,대성훼미리고시텔,1,20,월세  45~55,Y,N,공용,N,5.00%,,,,
1862,서초구,서울 서초구 서운로11길 10,3호선 양재역,드림리빙텔,5,43,월세  35~50,Y,N,공용,N,11.63%,,,,
1863,강남구,서울 강남구 압구정로 212,3호선 압구정역,라나스테이,6,45,월세  40~65,Y,N,공용,N,13.33%,,,,
1864,동작구,서울 동작구 상도로 148,7호선 장승배기역,아이비원룸텔,1,32,월세  29~35,Y,N,공용,N,3.13%,,,,
1865,성동구,서울 성동구 마조로 35,2호선 왕십리역,한양S&S레지던스,1,42,월세  39~49,Y,N,공용,N,2.38%,,,,
1866,노원구,서울 노원구 동일로217가길 31 ,4호선 노원역,이든하우스,1,24,월세  38~45,Y,2,공용,N,4.17%,,,,
1867,관악구,서울 관악구 봉천로 599,2호선 낙성대역,파인하우스 낙성대역점,1,31,월세  30~45,Y,N,공용,N,3.23%,,,,
1868,중구,서울 중구 을지로14길 30,2호선 을지로3가역,을지로게스트 원룸텔,1,37,월세  40~55,Y,1,공용,N,2.70%,,,,
1869,강남구,서울 강남구 압구정로28길 22-6,3호선 압구정역,아이리치 하우스,1,29,월세  33~48,Y,N,공용,Y,3.45%,,,,
1870,중구,서울 중구 충무로7길 3,2호선 을지로3가역,투유레지던스 을지로점,1,41,월세  30~45,Y,N,공용,N,2.44%,,,,
1871,강북구,서울 강북구 도봉로 102,4호선 미아사거리역,아트원룸텔,1,45,월세  33~45,Y,3,공용,Y,2.22%,,,,
1872,강동구,서울 강동구 풍성로 204,5호선 둔촌동역,하이빌원룸텔,1,57,월세  28~47,Y,N,공용,N,1.75%,,,,
1873,은평구,서울 은평구 응암로22길 22,6호선 새절역,스테이트랙 응암점,1,35,월세  36~50,Y,2,공용,N,2.86%,,,,
1874,강남구,서울 강남구 도산대로50길 37,7호선 강남구청역,쁘띠하우스 강남구청점,3,31,월세  43~65,Y,2,공용,N,9.68%,,,,
1875,동대문구,서울 동대문구 안암로 156,6호선 고려대역,홈위드고시텔 고대점,1,37,월세  31~45,Y,N,공용,N,2.70%,,,,
1876,강남구,서울 강남구 봉은사로114길 42,2호선 삼성역,더스테이 삼성,1,45,월세  60~90,Y,N,공용,N,2.22%,,,,
1877,강서구,서울 강서구 화곡로 280,N,편안한공간 원룸텔,1,17,월세  37~40,Y,N,공용,N,5.88%,,,,
1878,동작구,서울 동작구 노량진로12길 12-6,1호선 노량진역,프라임고시원,1,28,월세  18~32,Y,N,남성전용,N,3.57%,,,,
1879,영등포구,서울 영등포구 여의대방로53가길 12,1호선 대방역,픽셀하우스 대방점,1,20,월세  50~65,Y,N,공용,N,5.00%,,,,
1880,노원구,서울 노원구 노원로34길 112,4호선 상계역,메가스테이 노원,1,12,월세  45~60,Y,12,공용,N,8.33%,,,,
1881,송파구,서울 송파구 송이로 105,3호선 경찰병원역,파크빌원룸텔,1,45,월세  35~60,Y,1,공용,Y,2.22%,,,,
1882,서초구,서울 서초구 사평대로55길 123,7호선 논현역,어바웃스테이 논현점,1,35,월세  45~67,Y,N,공용,N,2.86%,,,,
1883,서초구,서울 서초구 방배중앙로 166,9호선 구반포역,아늑하우스,1,43,월세  33~48,Y,N,공용,N,2.33%,,,,
1884,강남구,서울 강남구 역삼로65길 33,2호선 선 릉역,예그린하우스  선릉점,3,42,월세  55~85,Y,1,공용,Y,7.14%,,,,
1885,강남구,서울 강남구 역삼로12길 7,2호선 강남역,오픈하우스 강남점,1,51,월세  35~50,Y,1,공용,Y,1.96%,,,,
1886,강남구,서울 강남구 언주로108길 8,9호선 선 정릉역,강남소호리빙텔,1,16,월세  50~60,Y,N,공용,N,6.25%,,,,
1887,송파구,서울 송파구 올림픽로30길 6,8호선 몽촌토성역,리하우스 잠실본점,1,43,월세  42~55,Y,2,공용,N,2.33%,,,,
1888,동작구,서울 동작구 사당로 22,7호선 숭실대입구역,꽃눈스테이 숭실대점,5,30,월세  37~57,Y,N,여성전용,N,16.67%,,,,
1889,성동구,서울 성동구 마조로 25,2호선 왕십리역,아트원룸텔,1,35,월세  45~58,Y,N,공용,N,2.86%,,,,
1890,동작구,서울 동작구 장승배기로16길 162,1호선 노량진역,스테이온 노량진점,1,56,월세  35~60,Y,1,공용,Y,1.79%,,,,
1891,중구,서울 중구 충무로 54-3,2호선 을지로3가역,자스민 스테이,1,18,월세  45~50,Y,N,공용,N,5.56%,,,,
1892,서대문구,서울 서대문구 신촌로 141,경의중앙선 신촌역 (경의중앙선 ),휴레지던스 이대점,1,40,월세  28~45,Y,N,여성전용,N,2.50%,,,,
1893,양천구,서울 양천구 신정중앙로 78,5호선 신정역,휴식 목동점,1,27,월세  40~55,Y,N,공용,N,3.70%,,,,
1894,서초구,서울 서초구 남부순환로356길 92,3호선 양재역,오픈하우스 양재역점,1,25,월세  40~55,Y,N,공용,N,4.00%,,,,
1895,광진구,서울 광진구 면목로 41,5호선 군자역,정하이빌 원룸텔,1,21,월세  30~35,Y,N,공용,N,4.76%,,,,
1896,중구,서울 중구 퇴계로76길 50,5호선 청구역,굿모닝원룸텔,1,38,월세  30~50,Y,N,공용,N,2.63%,,,,
1897,강남구,서울 강남구 강남대로114길 24,9호선 신논현역,스테이114,11,30,월세  33~52,Y,1,공용,N,36.67%,,,,
1898,서초구,서울 서초구 사평대로57길 7,9호선 신논현역,신논현 원룸텔 로아 ,1,35,월세  28~50,Y,N,공용,Y,2.86%,,,,
1899,광진구,서울 광진구 아차산로 352,2호선 구의역,그루레지던스 건대점,1,38,월세  35~60,Y,1,공용,N,2.63%,,,,
1900,광진구,서울 광진구 능동로 137,2호선 건대입구역,민트스테이,1,39,월세  39~70,Y,N,공용,Y,2.56%,,,,
1901,서대문구,서울 서대문구 신촌역로 43,경의중앙선 신촌역 (경의중앙선 ),픽셀하우스 신촌이대점,0,20,월세  50~80,Y,N,공용,N,0.00%,,,,
1902,서초구,서울 서초구 서초중앙로26길 18,2호선 교대역,더스테이교대역,1,34,월세  45~80,Y,2,공용,Y,2.94%,,,,
1903,은평구,서울 은평구 진흥로 27,6호선 응암역,새롬리빙하우스 본관,1,34,월세  30~50,Y,8,공용,N,2.94%,,,,
1904,은평구,서울 은평구 갈현로 77,6호선 응암역,새롬리빙하우스 별관,1,15,월세  38~45,Y,8,공용,N,6.67%,,,,
1905,영등포구,서울 영등포구 영등포로 255,1호선 영등포역,스카이원룸텔 영등포점,0,23,월세  35~45,Y,N,공용,N,0.00%,,,,
1906,서대문구,서울 서대문구 연희로 14,2호선 홍대입구역,스테이트랙 홍대점,1,30,월세  40~65,Y,N,공용,N,3.33%,,,,
1907,동작구,서울 동작구 장승배기로 132,7호선 장승배기역,코지스테이,11,60,월세  22~32,Y,1,공용,Y,18.33%,,,,
1908,동작구,서울 동작구 상도로 17-8,7호선 보라매역,오롯이스테이,1,42,월세  28~45,Y,N,공용,Y,2.38%,,,,
1909,동작구,서울 동작구 상도로13나길 4,7호선 신대방삼거리역,오픈하우스 신대방삼거리역점,1,50,월세  25~50,Y,8,공용,Y,2.00%,,,,
1910,강남구,서울 강남구 언주로114길 5,9호선 언주역,로뎀리빙텔 논현점,0,34,월세  27~45,Y,N,공용,N,0.00%,,,,
1911,동작구,서울 동작구 노량진로 144 ,1호선 노량진역,예지하우스,0,43,월세  30~45,Y,N,공용,Y,0.00%,,,,
1912,동작구,서울 동작구 노량진로 174,1호선 노량진역,키움리빙텔,1,60,월세  30~55,Y,N,공용,Y,1.67%,,,,
1913,영등포구,서울 영등포구 국회대로37길 6,2호선 영등포구청역,더블유하우스 영등포구청점,0,34,월세  40~60,Y,5,공용,N,0.00%,,,,
1914,서초구,서울 서초구 서초중앙로8길 13,3호선 남부터미널역,하우스포유 남부터미널점,1,39,월세  33~60,Y,1,공용,Y,2.56%,,,,
1915,서대문구,서울 서대문구 신촌로 201,2호선 이대역,파인스테이,1,50,월세  32~38,Y,N,공용,Y,2.00%,,,,
1916,동작구,서울 동작구 노량진로 110,1호선 노량진역,마제스테이 노량진점,2,26,월세  50~70,Y,N,공용,N,7.69%,,,,
1917,관악구,서울 관악구 호암로 596,N,허니비스테이 서울대점,1,48,월세  20~35,Y,N,공용,Y,2.08%,,,,
1918,성동구,서울 성동구 고산자로 312,5호선 마장역,현대리빙텔,1,23,월세  30~50,Y,N,공용,N,4.35%,,,,
1919,중랑구,서울 중랑구 사가정로50길 30,7호선 사가정역,퍼스널 원룸텔,1,18,월세  30~37,Y,N,공용,N,5.56%,,,,
1920,동작구,서울 동작구 노량진로 180,1호선 노량진역,로운스테이,1,50,월세  30~48,Y,N,공용,Y,2.00%,,,,
1921,관악구,서울 관악구 신림로68길 35,2호선 신림역,로에하우스 신림,4,35,월세  27~60,Y,N,공용,N,11.43%,,,,
1922,동작구,서울 동작구 장승배기로20길 34,7호선 장승배기역,웰하우스,1,20,월세  35~70,Y,N,공용,N,5.00%,,,,
1923,송파구,서울 송파구 올림픽로34길 16,8호선 몽촌토성역,스테이어스,1,29,월세  30~40,Y,1,공용,N,3.45%,,,,
1924,송파구,서울 송파구 양재대로66길 35,3호선 오금역,웰컴리빙텔,1,33,월세  28~38,Y,4,공용,N,3.03%,,,,
1925,관악구,서울 관악구 관악로14길 15,2호선 서울대입구역,파인하우스 서울대점,1,37,월세  27~40,Y,2,공용,Y,2.70%,,,,
1926,동작구,서울 동작구 등용로 124,1호선 대방역,나우 레지던스,3,26,월세  55~70,Y,N,공용,N,11.54%,,,,
1927,동작구,서울 동작구 남부순환로269길 21,2호선 사당역,삼성리빙텔,1,29,월세  25~45,Y,N,공용,N,3.45%,,,,
1928,서초구,서울 서초구 서초중앙로22길 45,2호선 교대역,스테이23,1,23,월세  42~56,Y,N,공용,N,4.35%,,,,
1929,서대문구,서울 서대문구 연세로7길 27,2호선 신촌역,오픈하우스  연세대점,1,36,월세  35~70,Y,N,공용,N,2.78%,,,,
1930,종로구,서울 종로구 대명길 40,4호선 혜화역,드림빌원룸텔,1,36,월세  35~65,Y,N,공용,Y,2.78%,,,,
1931,관악구,서울 관악구 남부순환로218길 30,2호선 서울대입구역,오픈하우스 서울대입구역점,1,43,월세  31~45,Y,6,공용,Y,2.33%,,,,
1932,관악구,서울 관악구 신림로 300,2호선 신림역,신림역 원룸텔,1,39,월세  40~65,Y,N,공용,N,2.56%,,,,
1933,서초구,서울 서초구 효령로45길 44,3호선 남부터미널역,리브앤스테이,1,34,월세  30~45,Y,N,공용,Y,2.94%,,,,
1934,서초구,서울 서초구 효령로68길 14,3호선 남부터미널역,에덴하우스 남부터미널점,1,27,월세  35~55,Y,2,공용,N,3.70%,,,,
1935,영등포구,서울 영등포구 영신로20가길 6,1호선 영등포역,시티빌 고시텔,1,45,월세  24~45,Y,5,남성전용,N,2.22%,,,,
1936,영등포구,서울 영등포구 영중로4길 8,1호선 영등포역,아지레지던스 원룸텔 영등포점,2,29,월세  50~65,Y,N,공용,N,6.90%,,,,
1937,서대문구,서울 서대문구 연희로10길 30,N,PLANET 연세,1,24,월세  38~45,Y,3,공용,N,4.17%,,,,
1938,마포구,서울 마포구 신촌로16길 16,2호선 신촌역,오픈하우스 신촌역점,1,31,월세  35~70,Y,N,공용,Y,3.23%,,,,
1939,동작구,서울 동작구 만양로14마길 6-5 ,1호선 노량진역,문스테이,4,36,월세  30~55,Y,N,여성전용,Y,11.11%,,,,
1940,동작구,서울 동작구 만양로8길 50 ,9호선 노들역,스케치하우스,1,48,월세  22~35,Y,N,남성전용,N,2.08%,,,,
1941,광진구,서울 광진구 동일로 146,2호선 건대입구역,오투원룸텔 건대성수점,1,84,월세  25~75,Y,N,공용,N,1.19%,,,,
1942,종로구,서울 종로구 창경궁로27길 31,4호선 혜화역,심쿵하우스 원룸텔,1,50,월세  32~45,Y,1,공용,Y,2.00%,,,,
1943,동작구,서울 동작구 만양로14가길 16,1호선 노량진역,레지던스 오름,1,30,월세  65~90,Y,1,공용,N,3.33%,,,,
1944,용산구,서울 용산구 청파로49길 54,4호선 숙대입구역,레지던스S,4,28,월세  35~60,Y,N,여성전용,N,14.29%,,,,
1945,서대문구,서울 서대문구 성산로 486,경의중앙선 신촌역 (경의중앙선 ),어썸스테이,1,29,월세  35~55,Y,N,여성전용,Y,3.45%,,,,
1946,동작구,서울 동작구 만양로 71,1호선 노량진역,리뉴하우스,4,48,월세  28~48,Y,N,공용,Y,8.33%,,,,
1947,광진구,서울 광진구 아차산로76길 25,5호선 광나루역,소호리빙텔 광나루점,1,57,월세  24~39,Y,N,공용,Y,1.75%,,,,
1948,서초구,서울 서초구 방배로13길 34,2호선 방배역,해피트리원룸텔 방배역점,1,31,월세  35~45,Y,N,공용,N,3.23%,,,,
1949,동작구,서울 동작구 만양로 12,7호선 상도역,오픈하우스 상도역점,8,30,월세  35~50,Y,N,공용,N,26.67%,,,,
1950,중구,서울 중구 퇴계로76길 50,5호선 청구역,임호고시원,0,48,월세  22~29,Y,N,공용,N,0.00%,,,,
1951,강남구,서울 강남구 역삼로 145,2호선 역삼역,코아리빙텔,1,37,월세  30~60,Y,N,공용,N,2.70%,,,,
1952,중구,서울 중구 충무로 20-1,3호선 충무로역,오투원룸텔 충무로점,1,39,월세  30~42,Y,N,공용,N,2.56%,,,,
1953,동작구,서울 동작구 사당로 256,7호선 남성역,소근하우스 원룸텔,1,46,월세  22~45,Y,N,공용,Y,2.17%,,,,
1954,광진구,서울 광진구 동일로24길 56,2호선 건대입구역,오픈하우스 건대역점,0,55,월세  38~55,Y,N,공용,Y,0.00%,,,,
1955,노원구,서울 노원구 동일로217가길 23 ,4호선 노원역,아워플레이스 ,9,47,월세  33~50,Y,N,공용,N,19.15%,,,,
1956,구로구,서울 구로구 공원로6나길 40,1호선 신도림역,라움스테이 신도림점,1,24,월세  55~75,Y,N,공용,N,4.17%,,,,
1957,종로구,서울 종로구 창경궁로31길 3,4호선 혜화역,코코레지던스 성균관대점,3,30,월세  28~65,Y,N,공용,N,10.00%,,,,
1958,강남구,서울 강남구 논현로167길 12,3호선 압구정역,위버빌리지 압구정점,1,30,월세  46~62,Y,2,공용,Y,3.33%,,,,
1959,마포구,서울 마포구 양화로 99,2호선 합정역,오픈하우스 합정역점,2,52,월세  35~60,Y,N,공용,Y,3.85%,,,,
1960,강남구,서울 강남구 도곡로8길 5,3호선 양재역,야살자 에코하우스 강남도곡점,1,28,월세  39~62,Y,4,공용,N,3.57%,,,,
1961,관악구,서울 관악구 관천로 31,2호선 신림역,레지던스 채움 원룸텔 신림역점,1,26,월세  55~75,Y,N,공용,N,3.85%,,,,
1962,중랑구,서울 중랑구 면목로 354,7호선 사가정역,아트빌원룸텔,1,21,월세  28~35,Y,2,공용,N,4.76%,,,,
1963,마포구,서울 마포구 와우산로 140 ,2호선 홍대입구역,스테이온 홍대점,1,55,월세  45~70,Y,N,공용,Y,1.82%,,,,
1964,서초구,서울 서초구 서초대로50길 84-11,2호선 교대역,스테이아늑,1,35,월세  35~65,Y,N,공용,Y,2.86%,,,,
1965,동대문구,서울 동대문구 한빛로 21,1호선 신설동역,랭스테이 원룸텔 신설동점,0,29,월세  36~65,Y,N,공용,N,0.00%,,,,
1966,동작구,서울 동작구 노량진로16길 16,1호선 노량진역,에브리하우스,1,27,월세  35~45,Y,N,남성전용,N,3.70%,,,,
1967,마포구,서울 마포구 독막로 55,6호선 상수역,온담스테이 홍대상수점,1,34,월세  45~60,Y,N,여성전용,Y,2.94%,,,,
1968,성동구,서울 성동구 왕십리로 235,2호선 한양대역,스테이어스 한양대점,1,41,월세  38~50,Y,N,공용,N,2.44%,,,,
1969,종로구,서울 종로구 종로14길 26 ,1호선 종각역,이든하우스,1,35,월세  28~43,Y,N,공용,N,2.86%,,,,
1970,동작구,서울 동작구 사당로 253-4,7호선 남성역,큰솔고시원,1,40,월세  22~32,Y,3,공용,Y,2.50%,,,,
1971,송파구,서울 송파구 가락로 106,8호선 송파역,픽셀하우스 송파점,1,20,월세  65~70,Y,N,공용,N,5.00%,,,,
1972,구로구,서울 구로구 디지털로32길 97-6,2호선 구로디지털단지역,프라임레지던스,1,33,월세  30~45,Y,1,공용,N,3.03%,,,,
1973,강북구,서울 강북구 덕릉로 92,4호선 수유역,아이엘원룸텔,1,28,월세  38~45,Y,N,공용,N,3.57%,,,,
1974,금천구,서울 금천구 시흥대로123길 7,1호선 독산역,오픈하우스 독산점,1,40,월세  38~55,Y,N,공용,N,2.50%,,,,
1975,강남구,서울 강남구 언주로93길 22-3,2호선 역삼역,베이스캠프 센터필드점,1,45,월세  40~55,Y,N,공용,N,2.22%,,,,
1976,마포구,서울 마포구 양화로 124,2호선 홍대입구역,홍대 허브하우스 여성전용,8,50,월세  28~39,Y,1,여성전용,N,16.00%,,,,
1977,강남구,서울 강남구 논현로79길 61,2호선 역삼역,코쿤하우스 역삼점 ,8,31,월세  65~80,Y,N,공용,N,25.81%,,,,
1978,강남구,서울 강남구 언주로 409,2호선 역삼역,진심하우스,1,22,월세  65~70,Y,N,공용,Y,4.55%,,,,
1979,서초구,서울 서초구 강남대로97길 19,3호선 신사역,스테이굿밤 신사점,2,43,월세  37~55,Y,N,공용,Y,4.65%,,,,
1980,광진구,서울 광진구 천호대로 659,5호선 아차산역,휴먼빌원룸텔,1,39,월세  35~50,Y,2,공용,N,2.56%,,,,
1981,동대문구,서울 동대문구 한천로 420,1호선 신이문역,레지던스 U,1,39,월세  38~45,Y,N,공용,N,2.56%,,,,
1982,은평구,서울 은평구 통일로83길 6-29,3호선 연신내역,비버하우스 연신내점,1,34,월세  28~48,Y,N,공용,N,2.94%,,,,
1983,동대문구,서울 동대문구 이문로 86,1호선 외대앞역,풀하우스 외대점,0,38,월세  20~30,Y,1,공용,N,0.00%,,,,
1984,중구,서울 중구 을지로14길 18,2호선 을지로3가역,비브하우스,1,39,월세  19~28,Y,N,공용,Y,2.56%,,,,
1985,강남구,서울 강남구 테헤란로28길 3-10,2호선 역삼역,마이홈 원룸텔,6,35,월세  38~55,Y,2,공용,N,17.14%,,,,
1986,영등포구,서울 영등포구 양산로 71,2호선 영등포구청역,온정주의,1,44,월세  30~40,Y,N,공용,Y,2.27%,,,,
1987,송파구,서울 송파구 송이로 159,3호선 경찰병원역,더 스테이 비바,1,36,월세  38~45,Y,N,공용,N,2.78%,,,,
1988,서대문구,서울 서대문구 통일로9안길 33,5호선 서대문역,서대문 스테이,1,41,월세  45~65,Y,N,공용,Y,2.44%,,,,
