순번,지역,주소,인근 지하철,고시원명,빈방,총 방갯수,월세,식사 제공,주차 제공,남녀 구분,층 분리,공실률,,,지역 평균 공실률,
1989,동작구,서울 동작구 노량진로 192-1,1호선 노량진역,굿스테이 노량진2호점,1,31,월세  60~90,Y,1,공용,Y,3.23%,,,,
1990,강남구,서울 강남구 강남대로94길 73 ,2호선 역삼역,라움스테이 강남점,1,32,월세  50~70,Y,N,공용,N,3.13%,,,,
1991,은평구,서울 은평구 연서로29길 22,3호선 연신내역,스테이톡 연신내본점,1,34,월세  50~80,Y,N,공용,N,2.94%,,,,
1992,서초구,서울 서초구 고무래로 12,9호선 사평역,룸포유 반포점,1,34,월세  38~75,Y,1,공용,N,2.94%,,,,
1993,서초구,서울 서초구 남부순환로356길 49 ,3호선 양재역,꽃눈스테이 양재점,5,35,월세  40~55,Y,N,여성전용,N,14.29%,,,,
1994,마포구,서울 마포구 광성로6길 66 ,6호선 대흥역,스테이파르크,1,35,월세  39~45,Y,1,공용,Y,2.86%,,,,
1995,동작구,서울 동작구 노량진로8길 49,1호선 노량진역,별하스테이 노량진점,2,25,월세  58~79,Y,N,공용,Y,8.00%,,,,
1996,양천구,서울 양천구 오목로56길 14,5호선 오목교역,푸르지오리빙텔,1,28,월세  32~42,Y,N,공용,N,3.57%,,,,
1997,관악구,서울 관악구 신원로 13,2호선 신림역,멀티하우스리빙텔,1,41,월세  30~42,Y,N,공용,N,2.44%,,,,
1998,영등포구,서울 영등포구 영등포로 382-1,1호선 신길역,라온스테이 대방점,1,42,월세  30~40,Y,N,공용,Y,2.38%,,,,
1999,성동구,서울 성동구 마조로5길 4,2호선 왕십리역,우디스테이,5,39,월세  28~35,Y,N,공용,Y,12.82%,,,,
2000,강서구,서울 강서구 강서로17길 6,2호선 까치산역,픽셀하우스 까치산점,1,15,월세  63~63,Y,N,공용,Y,6.67%,,,,
2001,강북구,서울 강북구 덕릉로 115,4호선 수유역,오픈하우스 수유점,1,29,월세  32~38,Y,6,공용,N,3.45%,,,,
2002,노원구,서울 노원구 석계로18길 15,1호선 광운대역,숲속 휴식 광운대점,1,39,월세  55~65,Y,6,공용,Y,2.56%,,,,
2003,영등포구,서울 영등포구 버드나루로 119,5호선 영등포시장역,비더스테이 당산역점,1,43,월세  35~70,Y,N,공용,N,2.33%,,,,
2004,중구,서울 중구 다산로 225,2호선 신당역,허브레지던스 신당점,1,39,월세  27~35,Y,N,공용,Y,2.56%,,,,
2005,중구,서울 중구 퇴계로12길 59,4호선 회현역,허브레지던스 회현점,1,34,월세  30~38,Y,N,공용,N,2.94%,,,,
2006,강남구,서울 강남구 강남대로42길 16,3호선 양재역,심플원룸텔 양재역점,3,40,월세  35~50,Y,2,공용,N,7.50%,,,,
2007,구로구,서울 구로구 구로동로 209-1,1호선 구로역,비더스테이 구로역점,1,33,월세  35~45,Y,2,공용,N,3.03%,,,,
2008,강남구,서울 강남구 선릉로133길 3,7호선 강남구청역,웰빙텔 강남구청점,1,35,월세  35~45,Y,N,공용,Y,2.86%,,,,
2009,송파구,서울 송파구 오금로11길 14,8호선 몽촌토성역,메가스테이 잠실역점,0,23,월세  60~65,Y,N,공용,N,0.00%,,,,
2010,양천구,서울 양천구 신정중앙로 65,5호선 신정역,STAY 65,1,40,월세  25~35,Y,N,공용,N,2.50%,,,,
2011,용산구,서울 용산구 원효로 159,6호선 효창공원앞역,탑레지던스 용산점,1,42,월세  28~40,Y,1,공용,N,2.38%,,,,
2012,송파구,서울 송파구 양재대로62길 18,3호선 경찰병원역,레지던스 이룸 원룸텔 가락시장역점,1,25,월세  65~75,Y,N,공용,N,4.00%,,,,
2013,서초구,서울 서초구 신반포로47길 23,7호선 논현역,오픈하우스 논현역점,1,36,월세  32~45,Y,3,공용,N,2.78%,,,,
2014,중구,서울 중구 을지로38길 14,2호선 동대문역사문화공원역,온스테이 동대문점,1,28,월세  40~65,Y,N,공용,N,3.57%,,,,
2015,서초구,서울 서초구 방배로 93,2호선 방배역,야살자 웰빙텔 서초방배점,1,34,월세  35~52,Y,N,여성전용,N,2.94%,,,,
2016,동작구,서울 동작구 여의대방로22가길 10 ,7호선 보라매역,스토리하우스 보라매점,0,32,월세  29~43,Y,N,공용,N,0.00%,,,,
2017,종로구,서울 종로구 대학로 4-1,1호선 종로5가역,오픈하우스 종로5가역점,0,32,월세  35~75,Y,N,공용,N,0.00%,,,,
2018,동작구,서울 동작구 만양로14라길 21-8,1호선 노량진역,하버드고시원,1,98,월세  20~52,Y,N,공용,Y,1.02%,,,,
2019,영등포구,서울 영등포구 영신로40길 15,5호선 영등포시장역,메가스테이 영등포점,1,26,월세  55~80,Y,3,공용,Y,3.85%,,,,
2020,구로구,서울 구로구 디지털로32길 97-16,2호선 구로디지털단지역,더스테이 구로,1,38,월세  40~60,Y,N,공용,N,2.63%,,,,
2021,동작구,서울 동작구 대방동15길 22,7호선 보라매역,앤유하우스,5,36,월세  25~38,Y,N,공용,N,13.89%,,,,
2022,도봉구,서울 도봉구 노해로65길 7-12,1호선 창동역,샘터고시텔,1,42,월세  20~28,Y,N,공용,N,2.38%,,,,
2023,종로구,서울 종로구 성균관로 12,4호선 혜화역,눈꽃게스트하우스,1,46,월세  30~50,Y,N,공용,N,2.17%,,,,
2024,성동구,서울 성동구 아차산로7길 29,2호선 성수역,프라임원룸텔 성수점,1,35,월세  35~60,Y,N,공용,N,2.86%,,,,
2025,양천구,서울 양천구 오목로 196,5호선 신정역,청솔원룸하우스,1,23,월세  28~35,Y,N,공용,N,4.35%,,,,
2026,송파구,서울 송파구 삼전로 39 ,9호선 삼전역,오픈하우스 잠실점,1,38,월세  25~45,Y,N,공용,N,2.63%,,,,
2027,동작구,서울 동작구 노량진로 20-5,1호선 대방역,바로스테이,1,25,월세  49~65,Y,N,공용,Y,4.00%,,,,
2028,강서구,서울 강서구 공항대로 425,9호선 가양역,픽셀하우스 가양점,1,22,월세  60~75,Y,N,공용,N,4.55%,,,,
2029,영등포구,서울 영등포구 영등포로 369,1호선 신길역,스테이리모 신길점,1,35,월세  48~60,Y,3,공용,Y,2.86%,,,,
2030,동대문구,서울 동대문구 천장산로 40,1호선 외대앞역,이지스테이,0,17,월세  40~50,Y,N,여성전용,Y,0.00%,,,,
2031,서초구,서울 서초구 강남대로79길 18,9호선 신논현역,더 클래시 신논현,1,34,월세  40~65,Y,N,공용,Y,2.94%,,,,
2032,양천구,서울 양천구 신정중앙로 77,5호선 목동역,웰하우스 목동점,1,40,월세  33~47,Y,N,공용,N,2.50%,,,,
2033,서초구,서울 서초구 사임당로 113,2호선 교대역,야살자 리빙캐슬 강남교대점,1,48,월세  30~68,Y,1,공용,Y,2.08%,,,,
2034,노원구,서울 노원구 동일로217가길 27,4호선 노원역,스마트하우스,5,37,월세  20~25,Y,N,공용,N,13.51%,,,,
2035,관악구,서울 관악구 신림로67길 9,2호선 신림역,한밭고시원,1,29,월세  25~30,Y,N,공용,N,3.45%,,,,
2036,양천구,서울 양천구 신정중앙로 68,5호선 신정역,더포레스트 목동,1,20,월세  60~80,Y,2,공용,N,5.00%,,,,
2037,송파구,서울 송파구 백제고분로 490,9호선 한성백제역,더스테이 잠실점,1,25,월세  65~85,Y,N,공용,Y,4.00%,,,,
2038,동작구,서울 동작구 상도로47길 4,7호선 숭실대입구역,코아리빙텔 상도점,1,31,월세  35~40,Y,N,공용,N,3.23%,,,,
2039,성북구,서울 성북구 보문로34길 35,4호선 성신여대입구역,라온스테이,1,32,월세  25~35,Y,N,남성전용,N,3.13%,,,,
2040,강북구,서울 강북구 도봉로 145,4호선 미아역,이튼고시텔,3,50,월세  20~35,Y,N,공용,Y,6.00%,,,,
2041,송파구,서울 송파구 오금로15길 4,9호선 송파나루역,소유스테이,1,25,월세  38~50,Y,N,공용,N,4.00%,,,,
2042,성북구,서울 성북구 한천로 613 ,6호선 돌곶이역,독서고시원,1,35,월세  23~25,Y,N,공용,N,2.86%,,,,
2043,중랑구,서울 중랑구 망우로30길 8,경의중앙선 중랑역,이편한고시원,1,35,월세  22~26,Y,N,공용,N,2.86%,,,,
2044,강남구,서울 강남구 선릉로133길 23,7호선 강남구청역,어반스테이 강남점,1,62,월세  55~75,Y,10,공용,Y,1.61%,,,,
2045,강서구,서울 강서구 화곡로25길 7,5호선 화곡역,소담하우스,1,30,월세  23~42,Y,N,공용,N,3.33%,,,,
2046,강남구,서울 강남구 삼성로111길 7,9호선 삼성중앙역,강남고시텔,1,27,월세  33~38,Y,1,공용,N,3.70%,,,,
2047,강남구,서울 강남구 강남대로 620,3호선 신사역,어바웃스테이 신사점,1,28,월세  65~90,Y,N,공용,N,3.57%,,,,
2048,서초구,서울 서초구 반포대로7길 7,3호선 남부터미널역,스테이포레스트,1,43,월세  38~50,Y,3,공용,Y,2.33%,,,,
2049,서초구,서울 서초구 방배천로2길 25,2호선 사당역,멀티하우스 사당역 방배점,4,28,월세  40~55,Y,N,공용,N,14.29%,,,,
2050,성북구,서울 성북구 화랑로9길 21,6호선 월곡역,소호리빙텔 월곡점,1,38,월세  24~35,Y,2,공용,N,2.63%,,,,
2051,서초구,서울 서초구 반포대로24길 12,2호선 서초역,스테이이유,9,38,월세  35~48,Y,N,공용,Y,23.68%,,,,
2052,동작구,서울 동작구 장승배기로25길 1,1호선 노량진역,샹그릴라 하우스,1,24,월세  45~75,Y,N,공용,Y,4.17%,,,,
2053,금천구,서울 금천구 시흥대로128길 16,1호선 독산역,스테이봄봄,1,34,월세  43~54,Y,N,공용,N,2.94%,,,,
2054,강북구,서울 강북구 도봉로76길 10,4호선 수유역,첼로하우스,0,15,월세  38~52,Y,2,공용,N,0.00%,,,,
2055,중구,서울 중구 서애로5길 21,3호선 충무로역,스테이 늘 충무로점,1,57,월세  38~60,Y,N,공용,Y,1.75%,,,,
2056,성북구,서울 성북구 삼선교로23길 7,4호선 성신여대입구역,늘푸른원룸텔,1,22,월세  35~40,Y,N,공용,N,4.55%,,,,
2057,송파구,서울 송파구 송파대로22길 5-11,8호선 문정역,미엘르 레지던스,0,36,월세  55~70,Y,N,공용,Y,0.00%,,,,
2058,서초구,서울 서초구 서초대로23길 21,7호선 내방역,문스테이 내방역점,1,42,월세  35~45,Y,N,공용,N,2.38%,,,,
2059,중랑구,서울 중랑구 용마산로 551,경춘선 망우역,스테이포유 망우,1,34,월세  33~42,Y,3,공용,N,2.94%,,,,
2060,종로구,서울 종로구 대학로 1,1호선 종로5가역,레지던스큐브,1,34,월세  28~50,Y,N,공용,N,2.94%,,,,
2061,서대문구,서울 서대문구 신촌로 171-1,2호선 이대역,라온스테이,1,55,월세  30~45,Y,N,여성전용,N,1.82%,,,,
2062,마포구,서울 마포구 신촌로20길 19 ,2호선 신촌역,코쿤하우스 신촌서강대점,2,30,월세  37~42,Y,N,공용,Y,6.67%,,,,
2063,강남구,서울 강남구 논현로79길 7,2호선 역삼역,유로스테이 강남,1,46,월세  38~75,Y,N,공용,N,2.17%,,,,
2064,서초구,서울 서초구 방배천로6길 32-10,2호선 사당역,드림스테이,3,28,월세  40~67,Y,3,공용,N,10.71%,,,,
2065,종로구,서울 종로구 수표로 118,1호선 종로3가역,심플하우스 종로3가역점,1,38,월세  50~70,Y,N,공용,N,2.63%,,,,
2066,강남구,서울 강남구 남부순환로351길 22-8,3호선 양재역,인스테이,1,36,월세  29~45,Y,1,공용,N,2.78%,,,,
2067,종로구,서울 종로구 창경궁로34길 18-12,4호선 혜화역,프렌즈율,1,35,월세  30~50,Y,N,여성전용,N,2.86%,,,,
2068,광진구,서울 광진구 아차산로 325,2호선 구의역,해비치하우스,1,29,월세  37~51,Y,N,공용,N,3.45%,,,,
2069,동작구,서울 동작구 만양로 96,1호선 노량진역,별스테이,1,47,월세  25~42,Y,N,공용,N,2.13%,,,,
2070,동작구,서울 동작구 사당로 183,7호선 남성역,나라스테이,10,48,월세  35~47,Y,1,여성전용,N,20.83%,,,,
2071,동작구,서울 동작구 상도로37길 5,7호선 상도역,더스테이 상도역,1,30,월세  60~80,Y,2,공용,N,3.33%,,,,
2072,강동구,서울 강동구 양재대로 1626,5호선 명일역,디오션스테이 강동점,1,41,월세  32~37,Y,2,공용,N,2.44%,,,,
2073,마포구,서울 마포구 와우산로24길 13,2호선 홍대입구역,앨리도 스테이 홍대,1,19,월세  35~50,Y,N,공용,N,5.26%,,,,
2074,금천구,서울 금천구 벚꽃로38길 21,1호선 가산디지털단지역,허브레지던스 가산점,1,26,월세  40~45,Y,N,공용,N,3.85%,,,,
2075,성북구,서울 성북구 장월로1길 106,6호선 월곡역,풀하우스 동덕여대점,1,40,월세  25~35,Y,N,공용,N,2.50%,,,,
2076,동대문구,서울 동대문구 약령시로21길 30,1호선 청량리역,라엘스테이,1,37,월세  28~34,Y,N,여성전용,N,2.70%,,,,
2077,송파구,서울 송파구 백제고분로40길 24,8호선 석촌역,중원레지던스,2,30,월세  35~65,Y,N,공용,N,6.67%,,,,
2078,동작구,서울 동작구 만양로14가길 4,1호선 노량진역,루다하우스,1,29,월세  20~33,Y,N,여성전용,N,3.45%,,,,
2079,광진구,서울 광진구 천호대로 581 ,5호선 군자역,메종스테이,2,40,월세  47~80,Y,N,공용,N,5.00%,,,,
2080,동작구,서울 동작구 노량진로 143,1호선 노량진역,캐슬파인 노량진역점,1,35,월세  30~55,Y,N,공용,N,2.86%,,,,
2081,서대문구,서울 서대문구 독립문로 64 ,5호선 서대문역,봄스테이,1,40,월세  30~45,Y,N,공용,Y,2.50%,,,,
2082,동작구,서울 동작구 상도로 358,7호선 숭실대입구역,해피하우스 숭실대점,1,31,월세  35~45,Y,6,여성전용,Y,3.23%,,,,
2083,강남구,서울 강남구 학동로101길 33,7호선 청담역,코코리빙텔 청담점,1,30,월세  35~55,Y,N,공용,N,3.33%,,,,
2084,중구,서울 중구 퇴계로 217,3호선 충무로역,노매드원룸텔,15,110,월세  27~48,Y,N,공용,Y,13.64%,,,,
2085,동작구,서울 동작구 장승배기로30길 6,1호선 노량진역,퍼스트원룸텔,5,41,월세  35~45,Y,2,공용,N,12.20%,,,,
2086,관악구,서울 관악구 남부순환로 2036,2호선 사당역,소노스테이,4,50,월세  36~55,Y,4,공용,N,8.00%,,,,
2087,서초구,서울 서초구 방배중앙로 54-5,7호선 내방역,오픈하우스 내방역점,0,44,월세  36~45,Y,N,공용,N,0.00%,,,,
2088,동작구,서울 동작구 만양로8길 50,9호선 노들역,크레파스하우스,6,45,월세  22~35,Y,N,남성전용,Y,13.33%,,,,
2089,관악구,서울 관악구 신원로 19,2호선 신림역,보늬스테이,1,35,월세  30~45,Y,N,공용,N,2.86%,,,,
2090,강남구,서울 강남구 역삼동 645-18,2호선 역삼역,파인트리레지던스,1,28,월세  40~80,Y,1,공용,N,3.57%,,,,
2091,서초구,서울 서초구 주흥3길 21,9호선 사평역,다솜스테이,1,45,월세  35~60,Y,N,공용,N,2.22%,,,,
2092,중랑구,서울 중랑구 동일로 633,7호선 면목역,하이원리빙텔 ,7,31,월세  35~45,Y,1,공용,N,22.58%,,,,
2093,송파구,서울 송파구 백제고분로7길 6-15 ,2호선 종합운동장역,젊은공간 원룸텔 잠실송파점,0,36,월세  70~100,Y,5,공용,N,0.00%,,,,
2094,서초구,서울 서초구 언남19길 15,신분당선 양재시민의숲역,스테이트랙 양재포이점,1,40,월세  40~45,Y,N,공용,N,2.50%,,,,
2095,강남구,서울 강남구 논현로57길 26,3호선 매봉역,스타하우스 도곡점,1,19,월세  43~50,Y,2,공용,N,5.26%,,,,
2096,중구,서울 중구 마른내로 155-1,2호선 동대문역사문화공원역,코아리빙텔 광희점,1,25,월세  38~42,Y,N,공용,N,4.00%,,,,
2097,마포구,서울 마포구 백범로 76 ,6호선 대흥역,다온하우스,1,23,월세  35~55,Y,N,공용,N,4.35%,,,,
2098,동작구,서울 동작구 보라매로 99,7호선 신대방삼거리역,스테이리모 신대방점,1,40,월세  29~45,Y,N,여성전용,N,2.50%,,,,
2099,노원구,서울 노원구 상계로1길 38-11,4호선 노원역,테라스텔 노원,12,42,월세  45~75,Y,10,여성전용,N,28.57%,,,,
2100,강북구,서울 강북구 도봉로 280,4호선 수유역,스카이고시원,11,42,월세  18~28,Y,1,공용,Y,26.19%,,,,
2101,영등포구,서울 영등포구 당산로46길 19,2호선 당산역,코지웰빙텔 당산점,1,29,월세  30~50,Y,2,공용,N,3.45%,,,,
2102,강동구,서울 강동구 구천면로 163,5호선 천호역,메가스테이 천호점,1,22,월세  55~70,Y,N,공용,N,4.55%,,,,
2103,서초구,서울 서초구 반포대로19길 9-8,2호선 서초역,스테이 아우룸,9,31,월세  33~48,Y,N,공용,N,29.03%,,,,
2104,중구,서울 중구 세종대로14길 6-16,1호선 시청역,라우하우스,5,42,월세  50~70,Y,N,공용,N,11.90%,,,,
2105,동대문구,서울 동대문구 장한로 114,N,오투원룸텔 ,1,44,월세  33~60,Y,N,공용,N,2.27%,,,,
2106,강남구,서울 강남구 봉은사로33길 34,9호선 언주역,인화스테이,1,6,월세  70~80,Y,N,남성전용,N,16.67%,,,,
2107,중구,서울 중구 다산로 232,2호선 신당역,멀티하우스,1,40,월세  27~60,Y,1,남성전용,N,2.50%,,,,
2108,서초구,서울 서초구 반포대로23길 37,2호선 서초역,스테이히어,4,30,월세  45~65,Y,N,공용,N,13.33%,,,,
2109,강남구,서울 강남구 역삼로83길 24,2호선 삼성역,다솔하우스 대치점,1,33,월세  35~65,Y,2,공용,Y,3.03%,,,,
2110,강동구,서울 강동구 천호대로 177길 10,5호선 길동역,휴먼빌고시원,1,32,월세  20~28,Y,1,공용,N,3.13%,,,,
2111,광진구,서울 광진구 광나루로 352,7호선 어린이대공원역,메가스테이 화양점,0,21,월세  63~80,Y,N,공용,Y,0.00%,,,,
2112,강남구,서울 강남구 역삼로5길 22,2호선 강남역,강남로얄여학사,1,62,월세  95~135,Y,2,여성전용,N,1.61%,,,,
2113,강남구,서울 강남구 도곡로4길 6,3호선 양재역,할리스테이,3,31,월세  35~55,Y,1,공용,N,9.68%,,,,
2114,강동구,서울 강동구 양재대로124길 25,5호선 굽은다리역,아늑한 고시원,1,21,월세  63~68,Y,10,공용,N,4.76%,,,,
2115,중랑구,서울 중랑구 동일로109길 118,경의중앙선 중랑역,하이스테이 원룸텔,1,18,월세  45~60,Y,N,공용,N,5.56%,,,,
2116,성동구,서울 성동구 동일로 279,5호선 군자역,그린하우스,5,37,월세  23~45,Y,N,공용,N,13.51%,,,,
2117,동대문구,서울 동대문구 회기로 123,1호선 회기역,아트하우스 회기점,8,38,월세  35~70,Y,2,공용,Y,21.05%,,,,
2118,성동구,서울 성동구 자동차시장1길 40,5호선 장한평역,한솔원룸텔,1,32,월세  35~40,Y,N,공용,N,3.13%,,,,
2119,동작구,서울 동작구 노량진로 148-5,1호선 노량진역,모모스테이,2,55,월세  37~52,Y,N,공용,Y,3.64%,,,,
2120,송파구,서울 송파구 백제고분로7길 42-34,2호선 잠실새내역,스카이애비뉴 잠실점,1,47,월세  35~50,Y,1,공용,N,2.13%,,,,
2121,강남구,서울 강남구 삼성로 606,9호선 삼성중앙역,오픈하우스 삼성중앙역점,1,43,월세  43~55,Y,N,공용,N,2.33%,,,,
2122,강동구,서울 강동구 천호대로159길 25,5호선 천호역,레지던스 채움 원룸텔 천호역점,1,31,월세  65~90,Y,N,공용,N,3.23%,,,,
2123,영등포구,서울 영등포구 도신로65길 2,1호선 신길역,스테이휴 신길역점 ,7,40,월세  26~36,Y,2,공용,N,17.50%,,,,
2124,동작구,서울 동작구 만양로14마길 13-1,1호선 노량진역,굿스테이 프리미엄 노량진,14,45,월세  65~75,Y,N,공용,N,31.11%,,,,
2125,노원구,서울 노원구 동일로 1370,4호선 노원역,모닝하우스 노원점,5,43,월세  26~32,Y,2,공용,N,11.63%,,,,
