,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
1182,서울 관악구 00동,330 , 36 개, 25 개,00 대,4000 만원, 450 , 00 ,2억,-선택사항- ,-선택사항-     
1183,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     
1184,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
1185,서울 강남구 강남구,118평 ,  개,  개,00 대,4천5백 만원, 570 , X ,3억,-선택사항- ,-선택사항-     
1186,서울 송파구 석촌동,307.5 , 37 개, 4 개,X 대,3천1백 만원, 310 , 100만원 ,1억5천,-선택사항- ,-선택사항-     
1187,서울 영등포구 대림동,220 , 63 개, 8 개,X 대,4천 만원, 800 , 10만원 ,1억,-선택사항- ,-선택사항-     
1188,서울 성북구 00동,181 , 22 개,  개,00 대,3000 만원, 150 , 00 ,4300,4호선 성신여대입구역,-선택사항-     
1189,서울 양천구 목동,310.5 , 34 개, 25 개,5 대,9천 만원, 360 , 100만원 ,2억,-선택사항- ,-선택사항-     
1190,서울 양천구 00동,446.8 , 39 개,  개,00 대,8500 만원, 470 , 없음 ,15500,-선택사항- ,-선택사항-     
1191,서울 중구 00동,199 , 28 개,  개,00 대,4500 만원, 340 , 00 ,15500,-선택사항- ,-선택사항-     
1192,서울 강동구 00동,400.46 , 35 개, 35 개,00 대,5000 만원, 550 , 00 ,29000,-선택사항- ,-선택사항-     
1193,서울 강동구 00동,"413,36 ", 31 개,  개,00 대,1억 만원, 770 , 00 ,21000,-선택사항- ,-선택사항-     
1194,서울 동작구 00동,381.76 , 54 개, 29 개,없음 대,9000 만원, 515 , 없음 ,36000,-선택사항- ,-선택사항-     
1195,서울 도봉구 00동,100평 ,  개,  개,00 대,7,['000 만원'],None,13,-선택사항- ,-선택사항-     
1196,서울 마포구 00동,100평 , 38 개, 23 개,00 대,8000 만원, 280 , 00 ,27000,-선택사항- ,-선택사항-     
1197,서울 서초구 00동,211.8 , 35 개, 16 개,없음 대,3000 만원, 440 , 없음 ,25000,-선택사항- ,-선택사항-     
1198,서울 서초구 00동,498.87 , 50 개,  개,00 대,13000 만원, 800 , 사용량에 따라 ,42000,-선택사항- ,-선택사항-     
1199,서울 강남구 00동,269.3 , 31 개,  개,00 대,4000 만원, 600 , 없음 ,29000,-선택사항- ,-선택사항-     
1200,서울 송파구 00동,320 , 28 개,  개,00 대,6000 만원, 460 , 00 ,1억6천,-선택사항- ,-선택사항-     
1201,서울 중랑구 상봉,390 , 30 개, 큰30 개,1 대,5천 만원, 390 , 20 ,합2억7천,-선택사항- ,-선택사항-     
1202,서울 서초구 서초동,410 , 28 개, 28 개,1 대,5천 만원, 500 , 40 ,합2억2천,-선택사항- ,-선택사항-     
1203,서울 영등포구 영등포동,370 , 40 개, 13 개,1 대,2500 만원, 200 , 30 ,합1억7처,-선택사항- ,-선택사항-     
1204,서울 송파구 송파동,410 , 31 개, 31 개,1 대,5천 만원, 380 , 20 ,합3억2천,-선택사항- ,-선택사항-     
1205,서울 동작구 동작동,440 , 24 개, 24 개,1 대,8천 만원, 280 , 30 ,합2억4천,-선택사항- ,-선택사항-     
1206,서울 중랑구 중곡,300 , 34 개, 원17 개,1 대,5천 만원, 350 , 35 ,합1억2천,-선택사항- ,-선택사항-     
1207,서울 종로구 00동,250 ,  개,  개,00 대,8000 만원, 520 , 없음 ,1억8000,-선택사항- ,-선택사항-     
1208,서울 동작구 00동,328 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     
1209,서울 강남구 서초동,. , 22 개,  개,00 대,1000 만원, 125 , 20 ,8000,-선택사항- ,-선택사항-     
1210,서울 영등포구 00동,300 , 28 개,  개,00 대,3000 만원, 350 , 00 ,25000,-선택사항- ,-선택사항-     
1211,서울 서초구 양재동,400 ,  개,  개,00 대,3000 만원, 440 , 00 ,25000,-선택사항- ,-선택사항-     
1212,서울 강남구 00동,360 , 28 개, 28 개,00 대,7천 만원, 490 , 50 ,2억2천,-선택사항- ,-선택사항-     
1213,서울 서대문구 00동,365 , 35 개,  개,00 대,1억2천 만원, 585 , 00 ,3억5천,-선택사항- ,-선택사항-     
1214,서울 동작구 00동,. ,  개,  개,00 대, 만원, 392 , 00 ,2억2천,-선택사항- ,-선택사항-     
1215,서울 노원구 00동,300 ,  개,  개,00 대,8천 만원, 420 , 00 ,2억3천,-선택사항- ,-선택사항-     
1216,서울 동작구 00동,180 , 23 개, 23 개,00 대,5000 만원, 250 , 5 ,14000,-선택사항- ,-선택사항-     
1217,서울 마포구 노고산동,307.19 , 38 개,  개,00 대,9000 만원, 277 , 00 ,27000,-선택사항- ,-선택사항-     
1218,서울 강서구 00동,294 ,  개,  개,00 대,3000 만원, 300 , 사용량에 따라 부과 ,1억5000,-선택사항- ,-선택사항-     
1219,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
1220,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
1221,서울 동작구 00동,360 , 37 개, 37 개,00 대,5000 만원, 430 , 00 ,2억4000,-선택사항- ,-선택사항-     
1222,서울 강동구 00동,338.88 , 35 개, 35 개,00 대,5000 만원, 605 , 문의 ,32000,-선택사항- ,-선택사항-     
1223,서울 강동구 00동,330 , 42 개, 0 개,00 대,5000 만원, 400 , 00 ,1억2000,-선택사항- ,-선택사항-     
1224,서울 영등포구 00동,360 , 40 개, 0 개,00 대,3000 만원, 250 , 00 ,1억8000,-선택사항- ,-선택사항-     
1225,서울 성북구 00동,650 , 65 개, 6 개,5 대,1억 만원, 440 , 00 ,,-선택사항- ,-선택사항-     
1226,서울 동대문구 00동,410.00 , 36 개, 36 개,00 대,7000 만원, 410 , 없슴 ,29500,-선택사항- ,-선택사항-     
1227,서울 서초구 00동,. , 50 개, 27 개,2 대,8000 만원, 550 , 50 ,2억3천,-선택사항- ,-선택사항-     
1228,서울 송파구 00동,330 , 38 개, 28 개,1 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     
1229,서울 종로구 00동,400 , 55 개, 42 개,1 대,9000 만원, 580 , 50 ,19000,-선택사항- ,-선택사항-     
1230,서울 구로구 00동,340 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
1231,서울 영등포구 00동,370 , 40 개, 22 개,00 대,5000 만원, 400 , 00 ,1억6000,-선택사항- ,-선택사항-     
1232,서울 영등포구 00동,350 , 39 개, 15 개,00 대,3200 만원, 370 , 00 ,1억4000,-선택사항- ,-선택사항-     
1233,서울 관악구 00동,230 , 29 개,  개,00 대,4000 만원, 240 , 30 ,6500,-선택사항- ,-선택사항-     
1234,서울 관악구 00동,360 , 36 개, 26 개,00 대,4000 만원, 450 , 00 ,2억1000,-선택사항- ,-선택사항-     
1235,서울 종로구 00동,387.51 , 43 개, 43 개,00 대,6천만 만원, 660 , 00 ,3억,-선택사항- ,-선택사항-     
1236,서울 관악구 00동,519.39 , 54 개, 27 개,00 대,7천 만원, 650 , 00 ,1억5천,-선택사항- ,-선택사항-     
1237,서울 양천구 00동,200 ,  개,  개,00 대,2500 만원, 185 , 없음 ,5500,-선택사항- ,-선택사항-     
1238,서울 동작구 00동,295 , 32 개,  개,00 대,4000 만원, 490 , 00 ,22000,-선택사항- ,-선택사항-     
1239,서울 마포구 00동,290 , 38 개,  개,00 대,8000 만원, 300 , 150 ,28000,-선택사항- ,-선택사항-     
1240,서울 동작구 00동,270 , 32 개, 32 개,00 대,4000 만원, 490 , 없슴 ,23000,-선택사항- ,-선택사항-     
1241,서울 광진구 00동,328 ,  개,  개,00 대, 만원, 580 , 00 ,2억,-선택사항- ,-선택사항-     
1242,서울 종로구 00,384.45 , 56 개, 40 개,1 대,9000 만원, 580 , 별도 ,2억,-선택사항- ,-선택사항-     
1243,서울 관악구 00동,220 , 35 개,  개,00 대,5000 만원, 330 , 40 ,18000,-선택사항- ,-선택사항-     
1244,서울 강동구 00동,570.12 ,  개,  개,00 대,5,['000 만원'],None,29,-선택사항- ,-선택사항-     
1245,서울 강동구 00동,413.36 , 31 개, 31 개,00 대,1억 만원, 760 , 00 ,21000,-선택사항- ,-선택사항-     
1246,서울 광진구 00동,190평 , 78 개,  개,00 대,5억 만원, 600 , 00 ,8억2천,-선택사항- ,-선택사항-     
1247,서울 성북구 00동,. ,  개,  개,00 대, 만원, 440 , 00 ,2억,-선택사항- ,-선택사항-     
1248,서울 동작구 00동,. ,  개,  개,00 대, 만원, 392 , 00 ,2억2천,-선택사항- ,-선택사항-     
1249,서울 영등포구 00동,199 , 46 개,  개,00 대,1억 만원, 450 , 00 ,1억,-선택사항- ,-선택사항-     
1250,서울 강동구 명일동,261 , 30 개, 4 개,00 대,3000 만원, 350 , 190000 ,11000,-선택사항- ,-선택사항-     
1251,서울 광진구 화양동,115.14 , 36 개, 5 개,X 대,2천5백 만원, 270 , 없음 ,8천,-선택사항- ,-선택사항-     
1252,서울 성동구 00동,179.74 ,  개,  개,00 대, 만원, 240 , 00 ,합,-선택사항- ,-선택사항-     
1253,서울 강동구 성내동,235.04 , 24 개, 24 개,00 대,4천5백 만원, 132 , 무 ,1억6천,-선택사항- ,-선택사항-     
1254,서울 강동구 길동,332.58 , 42 개, 4 개,5 대,3000 만원, 377 , 00 ,13000,-선택사항- ,-선택사항-     
1255,서울 강남구 압구정동,246 ,  개,  개,00 대,5500 만원, 480 , 00 ,18000,-선택사항- ,-선택사항-     
1256,서울 서초구 서초동,203.7 , 40 개, 28 개,2 대,6천 만원, 575 , 없음 ,2억,-선택사항- ,-선택사항-     
1257,서울 강동구 길동,229.44 , 33 개, 2 개,00 대,3000 만원, 208 , 00 ,13000,-선택사항- -지역-,-선택사항-     
1258,서울 동작구 00동,310 , 31 개, 31 개,00 대,4천 만원, 300 , 30 ,2억2천,-선택사항- ,-선택사항-     
1259,서울 마포구 00동,352.4 , 36 개,  개,00 대,5000 만원, 450 , 00 ,26000,-선택사항- ,-선택사항-     
1260,서울 강동구 둔촌동,374.98 , 57 개, 4 개,5 대,5000 만원, 330 , 68 ,13000,-선택사항- ,-선택사항-     
1261,서울 마포구 00동,307.19 , 38 개,  개,00 대,9000 만원, 277 , 00 ,27000,-선택사항- ,-선택사항-     
1262,서울 서초구 서초동,151.2 , 34 개, 15 개,4 대,5천 만원, 422 , 포함 ,2억7천,-선택사항- ,-선택사항-     
1263,서울 강남구 00동,360 , 28 개, 28 개,00 대,7천 만원, 490 , 50 ,2억2천,-선택사항- ,-선택사항-     
1264,서울 양천구 00동,310 ,  개,  개,00 대, 만원, 360 , 100 ,2억,-선택사항- ,-선택사항-     
1265,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
1266,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
1267,서울 강동구 명일동,399.58 , 31 개, 31 개,2 대,10000 만원, 830 , 00 ,20000,5호선 명일역,-선택사항-     
1268,서울 양천구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,1억4천5백,5호선 신정역,-선택사항-     
1269,서울 서대문구 00동,. ,  ☎ 개, . 개,. 대,. 만원, . , . ,4억8천,2호선 신촌역,-선택사항-     
1270,서울 종로구 00동,200 ,  개,  개,00 대, 만원, 200 , 00 ,1억8천,-선택사항- ,-선택사항-     
1271,서울 관악구 00동,519.39 , 54 개, 27 개,00 대,7천 만원, 650 , 00 ,1억5천,-선택사항- ,-선택사항-     
1272,서울 종로구 00동,387.51 , 43 개, 43 개,00 대,6천만 만원, 660 , 00 ,3억6천만,-선택사항- ,-선택사항-     
1273,서울 마포구 00동,543 , 54 개, 31 개,00 대,15000 만원, 1190 , 00 ,25000,-선택사항- ,-선택사항-     
1274,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     
1275,서울 중구 00동,290 , 25 개, 25 개,00 대,1억 만원, 370 , 00 ,2억,-선택사항- ,-선택사항-     
1276,서울 구로구 00동,320 , 35 개, 29 개,00 대,8천 만원, 400 , 00 ,1억6천,-선택사항- ,-선택사항-     
1277,서울 관악구 봉천동,300 , 37 개, 7 개,1 대,8천 만원, 310 , 20 ,합1억5천,-선택사항- ,-선택사항-     
1278,서울 종로구 00동,340 , 33 개, 33 개,1 대,6000 만원, 360 , 40 ,3억3천만,1호선 종각역,-선택사항-     
1279,서울 강남구 00동,496 , 50 개, 30 개,2 대,1억5천만 만원, 950 , 100 ,3억8천만,2호선 강남역,-선택사항-     
1280,서울 중랑구 상봉,390 , 30 개, 큰30 개,1 대,5천 만원, 350 , 30 ,합2억7천,-선택사항- ,-선택사항-     
1281,서울 마포구 00동,고시원 ,  개,  개,00 대,3150 만원, 550 , 00 ,36000,-선택사항- ,-선택사항-     
1282,서울 동작구 동작동,440 , 24 개, 큰24 개,1 대,8천 만원, 280 , 30 ,합2억4천,-선택사항- ,-선택사항-     
1283,서울 마포구 00동,고시원 ,  개,  개,00 대,15000 만원, 1194 , 00 ,23000,-선택사항- ,-선택사항-     
1284,서울 종로구 00동,400 , 55 개, 42 개,1 대,9000 만원, 580 , 50 ,19000,-선택사항- ,-선택사항-     
1285,서울 강동구 성내동,144.05 , 30 개, 2 개,00 대,3000 만원, 200 , 3 ,8000,-선택사항- ,-선택사항-     
1286,서울 구로구 구로동,360 , 40 개, 26 개,1 대,4천 만원, 370 , 30 ,합1억7천,-선택사항- ,-선택사항-     
1287,서울 서초구 서초동,370 , 28 개, 28 개,1 대,7천 만원, 490 , 50만 ,합2억2천,-선택사항- ,-선택사항-     
1288,서울 관악구 00동,340 , 37 개, 11 개,00 대,8000 만원, 330 , 00 ,15000,-선택사항- ,-선택사항-     
1289,서울 서초구 00동,. ,  개,  개,00 대, 만원, . , 00 ,3억2천,-선택사항- ,-선택사항-     
1290,서울 관악구 00동,330 , 36 개, 25 개,00 대,4000 만원, 450 , 00 ,2억,-선택사항- ,-선택사항-     
1291,서울 광진구 00동,. ,  개,  개,00 대, 만원, 440 , 00 ,2억,-선택사항- ,-선택사항-     
1292,서울 광진구 00동,328 ,  개,  개,00 대, 만원, 580 , 00 ,2억,-선택사항- ,-선택사항-     
1293,서울 동작구 00동,. ,  개,  개,00 대, 만원, 392 , 00 ,2억2천,-선택사항- ,-선택사항-     
1294,서울 관악구 봉천동,254.6 , 35 개, 35 개,2 대,3천 만원, 390 , 포함 ,1억8천,-선택사항- ,-선택사항-     
1295,서울 송파구 가락동,118.83 , 26 개, 15 개,3 대,4천 만원, 320 , 23만원 ,1억4천,-선택사항- ,-선택사항-     
1296,서울 강동구 성내동,176.22 , 35 개, 35 개,1 대,5천 만원, 605 , 포함 ,3억,-선택사항- ,-선택사항-     
1297,서울 송파구 00동,385.27 , 43 개,  개,00 대,6000 만원, 475 , 90만원 ,17000,-선택사항- ,-선택사항-     
1298,서울 동작구 00동,334 , 31 개, 31 개,없음 대,4000 만원, 392 , 포함 ,22000,-선택사항- ,-선택사항-     
1299,서울 성북구 00동,1179.42 ,  개,  개,00 대,15000 만원, 1500 , 00 ,15000,-선택사항- ,-선택사항-     
1300,서울 중구 00동,157.52 , 28 개, 28 개,없음 대,4500 만원, 396 , 없음 ,17500,-선택사항- ,-선택사항-     
1301,서울 동작구 00동,345.6 , 44 개, 23 개,00 대,5000 만원, 500 , 문의 ,13000,-선택사항- ,-선택사항-     
1302,서울 종로구 00동,420.00 , 44 개, 11 개,00 대,4200 만원, 496 , 문의 ,15200,-선택사항- ,-선택사항-     
1303,서울 광진구 00동,115.14 , 36 개,  개,00 대,2500 만원, 300 , 없슴 ,6500,-선택사항- ,-선택사항-     
1304,서울 강서구 00동,280 , 30 개, 30 개,00 대,3천 만원, 300 , 40 ,1억4천,-선택사항- ,-선택사항-     
1305,서울 영등포구 00동,300 , 31 개,  개,00 대,3500 만원, 350 , 00 ,26000,-선택사항- ,-선택사항-     
1306,서울 강서구 00동,100평 , 35 개,  개,00 대,3000 만원, 290 , 00 ,11000,-선택사항- ,-선택사항-     
1307,서울 동작구 00동,124.86 , 25 개, 21 개,없음 대,3000 만원, 255 , 없음 ,18000,-선택사항- ,-선택사항-     
1308,서울 강남구 00동,100평 , 32 개,  개,00 대,4000 만원, 250 , 00 ,6500,-선택사항- ,-선택사항-     
1309,서울 중구 00동,320 ,  개,  개,00 대, 만원, 700 , 00 ,3억2천,-선택사항- ,-선택사항-     
1310,서울 동작구 00동,217 , 33 개,  개,00 대,3000 만원, 200 , 00 ,6500,-선택사항- ,-선택사항-     
1311,서울 동작구 00동,295 , 33 개,  개,00 대,4000 만원, 530 , 00 ,22000,-선택사항- ,-선택사항-     
1312,서울 영등포구 00동,385.27 , 43 개,  개,00 대,6000 만원, 470 , 90 ,16000,-선택사항- ,-선택사항-     
1313,서울 영등포구 00동,320 , 40 개,  개,00 대,5천 만원, 370 , 30 ,1억6천,-선택사항- ,-선택사항-     
1314,서울 강남구 00동,246 ,  개,  개,00 대,5500 만원, 480 , 00 ,18000,-선택사항- ,-선택사항-     
1315,서울 마포구 00동,50평 , 20 개,  개,00 대,2000 만원, 150 , 00 ,5500,-선택사항- ,-선택사항-     
1316,서울 동작구 00동,330 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     
1317,서울 노원구 00동,280 ,  개,  개,00 대,4000 만원, 280 , 20 ,4000,-선택사항- ,-선택사항-     
1318,서울 중랑구 00동,150 ,  개,  개,00 대,3000 만원, 190 , 5만 ,7500,-선택사항- ,-선택사항-     
1319,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
1320,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
1321,서울 관악구 00동,", ",  개,  개,00 대, 만원, ,None,5억,-선택사항- ,-선택사항-     
1322,서울 금천구 00동,60평 ,  개,  개,00 대,1500 만원, 150 , 00 ,7500,-선택사항- ,-선택사항-     
1323,서울 강남구 00동,85평 ,  개,  개,00 대,4000 만원, 275 , 00 ,26000,-선택사항- ,-선택사항-     
1324,서울 강남구 00동,40평 ,  개,  개,00 대,3000 만원, 260 , 00 ,8000,-선택사항- ,-선택사항-     
1325,서울 서초구 00동,150평 ,  개,  개,00 대,13000 만원, 800 , 00 ,45000,-선택사항- ,-선택사항-     
1326,서울 마포구 00동,295 , 29 개,  개,00 대,4000 만원, 330 , 00 ,25000,-선택사항- ,-선택사항-     
1327,서울 서대문구 00동,240 , 36 개,  개,00 대,3600 만원, 450 , 00 ,21000,-선택사항- ,-선택사항-     
1328,서울 동작구 00동,420 , 53 개,  개,00 대,4000 만원, 500 , 00 ,21000,-선택사항- ,-선택사항-     
1329,서울 금천구 00동,198 , 29 개,  개,00 대,1500 만원, 150 , 없음 ,7500,-선택사항- ,-선택사항-     
1330,서울 서대문구 00동,238.78 , 41 개,  개,없음 대,3600 만원, 450 , 없음 ,20000,-선택사항- ,-선택사항-     
1331,서울 도봉구 00동,297.38 , 45 개,  개,00 대,7000 만원, 320 , 없음 ,11500,-선택사항- ,-선택사항-     
1332,서울 관악구 봉천동,440 , 37 개, 7 개,1 대,8천 만원, 330 , 20 ,권리금7천,-선택사항- ,-선택사항-     
1333,서울 구로구 구로동,360 , 40 개, 26 개,1 대,4천 만원, 380 , 20 ,합1억7천,-선택사항- ,-선택사항-     
1334,서울 동작구 동작동,440 , 24 개, 24 개,1 대,8천 만원, 280 , 20 ,2억7천,-선택사항- ,-선택사항-     
1335,서울 중랑구 상봉동,360 , 30 개, 30 개,1 대,5천 만원, 380 , 30 ,합2억7천,-선택사항- ,-선택사항-     
1336,서울 구로구 00동,340 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
1337,서울 송파구 00동,330 , 38 개, 28 개,1 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     
1338,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     
1339,서울 동작구 노량진동,. ,  개,  개,00 대,5000 만원, 460 , 00 ,2억6000,-선택사항- ,-선택사항-     
1340,서울 성동구 하왕십리동,. ,  개,  개,00 대,5000 만원, 486 , 00 ,1억2000,-선택사항- ,-선택사항-     
1341,서울 강동구 00동,370 , 57 개,  개,00 대,5000 만원, 330 , 00 ,13000,-선택사항- ,-선택사항-     
1342,서울 강동구 00동,260 , 30 개,  개,00 대,3000 만원, 350 , 00 ,12000,-선택사항- ,-선택사항-     
1343,서울 강동구 00동,70평 ,  개,  개,00 대,3000 만원, 200 , 00 ,8000,-선택사항- ,-선택사항-     
1344,서울 강동구 00동,440 , 32 개,  개,00 대,4300 만원, 380 , 00 ,21000,-선택사항- ,-선택사항-     
1345,서울 송파구 가락동,. ,  개,  개,00 대,3000 만원, 214 , 없음 ,5000,-선택사항- ,-선택사항-     
1346,서울 강서구 00동,323 , 40 개,  개,00 대,3천 만원, 320 , 20 ,1억1천,-선택사항- ,-선택사항-     
1347,서울 서대문구 00동,202.31 , 34 개,  개,00 대,5000 만원, 270 , 50 ,19000,-선택사항- ,-선택사항-     
1348,서울 관악구 00동,320 , 38 개,  개,00 대,4천 만원, 420 , 30 ,2억,-선택사항- ,-선택사항-     
1349,서울 구로구 00동,265 , 30 개,  개,00 대,3천 만원, 220 , 30 ,1억3천,-선택사항- ,-선택사항-     
1350,서울 동작구 00동,328 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     
1351,서울 강동구 00동,313 , 30 개, 30 개,00 대,5천 만원, 370 , 30 ,3억3천,-선택사항- ,-선택사항-     
1352,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
1353,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
1354,서울 영등포구 00동,317 , 39 개,  개,00 대,3천 만원, 190 , 20 ,1억8천,-선택사항- ,-선택사항-     
1355,서울 강동구 00동,422 , 50 개,  개,00 대,7천 만원, 420 , 30 ,2억1천,-선택사항- ,-선택사항-     
1356,서울 동작구 00동,430 , 24 개, 24 개,00 대,8천 만원, 300 , 00 ,2억4천,-선택사항- ,-선택사항-     
1357,서울 구로구 00동,462 , 41 개, 41 개,3 대,5천 만원, 420 , 30 ,4억1천,-선택사항- ,-선택사항-     
1358,서울 동작구 00동,330 , 32 개, 32 개,00 대,4천 만원, 290 , 00 ,2억8천,-선택사항- ,-선택사항-     
1359,서울 영등포구 00동,384.94 , 34 개,  개,없음 대,7000 만원, 380 , 없음 ,16000,-선택사항- ,-선택사항-     
1360,서울 동작구 00동,. ,  개,  개,00 대, 만원, 392 , 00 ,2억2천,-선택사항- ,-선택사항-     
1361,서울 관악구 00동,340 , 37 개, 11 개,00 대,8000 만원, 330 , 00 ,15000,-선택사항- ,-선택사항-     
1362,서울 송파구 00동,330 , 38 개, 28 개,1 대,6000 만원, 430 , 00 ,19500,-선택사항- ,-선택사항-     
1363,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
1364,서울 송파구 00동,160 , 25 개,  개,00 대,3000 만원, 195 , 00 ,4200,-선택사항- ,-선택사항-     
1365,서울 광진구 00동,328.6 ,  개,  개,00 대, 만원, 580 , 00 ,2억,-선택사항- ,-선택사항-     
1366,서울 서대문구 00동,238.78 , 37 개, 37 개,00 대, 만원, 495 , 없음 ,2억,-선택사항- ,-선택사항-     
1367,서울 강동구 00동,113평 ,  개,  개,00 대,5000 만원, 330 , 00 ,14000,-선택사항- ,-선택사항-     
1368,서울 강동구 길동,240.3 , 28 개, 17 개,X 대,3천 만원, 264 , 없음 ,1억7천,-선택사항- ,-선택사항-     
1369,서울 성북구 00동,423.14 , 38 개, 36 개,00 대,4천 만원, 480 , 없음 ,2억9천,-선택사항- ,-선택사항-     
1370,서울 종로구 00동,313.08 , 39 개, 9 개,00 대,7천 만원, 590 , 없음 ,1억,-선택사항- ,-선택사항-     
1371,서울 성북구 00동,287 , 47 개,  개,00 대, 만원, 150 , 00 ,13000,-선택사항- ,-선택사항-     
1372,서울 강동구 00동,260 , 32 개,  개,00 대,350 만원, 403 , 00 ,12000,-선택사항- ,-선택사항-     
1373,서울 영등포구 영등포구,126평 , 47 개, 21 개,00 대,5천 만원, 390 , 00 ,1억5천,-선택사항- ,-선택사항-     
1374,서울 영등포구 00동,315 , 40 개,  개,00 대,5천 만원, 370 , 30 ,1억6천,-선택사항- ,-선택사항-     
1375,서울 강남구 강남구,108평 ,  개,  개,00 대,4천5백 만원, 530 , 00 ,2억8천,-선택사항- ,-선택사항-     
1376,서울 서대문구 00동,238.78 ,  개,  개,00 대,3600 만원, 450 , 없음 ,21000,-선택사항- ,-선택사항-     
1377,서울 서대문구 연희동,110 , 31 개,  개,00 대,2000 만원, 250 , 없음 ,11000,-선택사항- ,-선택사항-     
1378,서울 동작구 노량진,2.3.4층 , 23 개,  개,00 대,5000 만원, 222 , 00 ,합8500, , 
1379,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
1380,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
1381,서울 동작구 00동,328 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     
1382,서울 동작구 00동,330 , 32 개, 32 개,00 대,4천 만원, 290 , 00 ,2억8천,-선택사항- ,-선택사항-     
1383,"서울 도봉구 ,",100 ,  개,  개,00 대,7000 만원, 295 , 00 ,13000,-선택사항- ,-선택사항-     
1384,서울 강동구 00동,413.36 ,  개,  개,00 대,1억 만원, 760 , 00 ,21000,-선택사항- ,-선택사항-     
1385,서울 중구 00동,500 , 45 개, 44 개,1 대,4000 만원, 450 , 20 ,35000,-선택사항- ,-선택사항-     
1386,서울 종로구 00동,400 , 55 개, 42 개,1 대,9000 만원, 580 , 50 ,19000,-선택사항- ,-선택사항-     
1387,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
1388,서울 구로구 00동,340 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
1389,서울 관악구 00동,340 , 37 개, 11 개,00 대,8000 만원, 330 , 00 ,15000,-선택사항- ,-선택사항-     
1390,서울 동작구 00동,. ,  개,  개,00 대, 만원, 392 , 00 ,2억2천,-선택사항- ,-선택사항-     
1391,서울 마포구 00동,518.84 , 57 개,  개,00 대,7000 만원, 650 , 없음 ,35000,-선택사항- ,-선택사항-     
1392,서울 중구 00동,372.15 ,  개,  개,00 대,3000 만원, 250 , 없음 ,19000,-선택사항- ,-선택사항-     
1393,서울 종로구 00동,518.84 , 59 개, 40 개,00 대,9000 만원, 580 , 없음 ,20000,-선택사항- ,-선택사항-     
1394,서울 동작구 00동,328 , 32 개,  개,00 대,4000 만원, 460 , 10 ,22000,-선택사항- ,-선택사항-     
1395,서울 동작구 00동,474.87 , 38 개,  개,없음 대, 만원, 500 , 없음 ,26000,-선택사항- ,-선택사항-     
1396,서울 중랑구 중곡동,300 , 35 개, 원17 개,1 대,5천 만원, 350 , 35 ,합1억2천,-선택사항- ,-선택사항-     
