,고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교
670,서울 종로구 00동,360 , 30 개, 0 개,00 대,4000 만원, 250 , 00 ,2억8000,-선택사항- ,-선택사항-     
671,서울 중구 00동,360 , 40 개,  개,00 대,5000 만원, 380 , 00 ,1억3000,-선택사항- ,-선택사항-     
672,서울 동작구 00동,270. , 31 개,  개,1 대, 만원, 4000 , 00 ,19000,-선택사항- ,-선택사항-     
673,서울 동대문구 이문동,141.47 , 36 개, 36 개,2 대,7천 만원, 410 , 없음 ,2억9천,-선택사항- ,-선택사항-     
674,서울 종로구 00동,100 , 36 개,  개,00 대,8000 만원, 450 , 00 ,18000,-선택사항- ,-선택사항-     
675,서울 용산구 00동,110 , 47 개,  개,00 대,9000 만원, 440 , 00 ,13000,-선택사항- ,-선택사항-     
676,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
677,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
678,서울 동작구 00동,. , 21 개, . 개,. 대,. 만원, . , . ,1억3천,9호선 노량진역,-선택사항-     
679,서울 서대문구 00동,. , ☎ 개, . 개,. 대,. 만원, . , . ,4억8천,2호선 신촌역,-선택사항-     
680,서울 동대문구 00동,. , 59 개, . 개,. 대,. 만원, . , . ,2억7천,1호선 회기역,-선택사항-     
681,서울 강남구 00동,. , 50 개, . 개,. 대,. 만원, . , . ,3억8천,2호선 강남역,-선택사항-     
682,서울 관악구 00동,. , 39 개, . 개,. 대,. 만원, . , . ,1억9천,2호선 구로디지털역,-선택사항-     
683,서울 영등포구 00동,34 , 34 개,  개,00 대,7천 만원, 380 , 00 ,1억5천,-선택사항- ,-선택사항-     
684,서울 중구 00동,500 , 51 개,  개,00 대,7천5백 만원, 700 , 00 ,3억2천,-선택사항- ,-선택사항-     
685,서울 중랑구 00동,150 ,  개,  개,00 대,3000 만원, 190 , 5만원 ,7500,-선택사항- ,-선택사항-     
686,서울 종로구 00동,250 ,  개,  개,00 대,8000 만원, 520 , 00 ,1억8000,-선택사항- ,-선택사항-     
687,서울 동작구 00동,420 , 55 개,  개,00 대,4000 만원, 500 , 00 ,21000,-선택사항- ,-선택사항-     
688,서울 동작구 00동,420 , 55 개,  개,00 대,4000 만원, 500 , 00 ,21000,-선택사항- ,-선택사항-     
689,서울 동작구 00동,240 , 39 개,  개,00 대,2000 만원, 230 , 00 ,9500,-선택사항- ,-선택사항-     
690,서울 동작구 00동,300 , 33 개,  개,00 대,4000 만원, 490 , 00 ,25000,-선택사항- ,-선택사항-     
691,서울 관악구 00동,300 , 35 개,  개,00 대,3000 만원, 250 , 00 ,7000,-선택사항- ,-선택사항-     
692,서울 강동구 00동,300 , 30↑ 개,  개,00 대,3천 만원, 350 , 00 ,1억5천,5호선 명일역,-선택사항-     
693,서울 구로구 00동,340 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
694,서울 종로구 00동,400 , 55 개, 42 개,1 대,9000 만원, 580 , 50 ,19000,-선택사항- ,-선택사항-     
695,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     
696,서울 서대문구 00동,. , 35 개, . 개,. 대,. 만원, . , . ,9천,2호선 신촌역,-선택사항-     
697,서울 마포구 00동,. , 50 개, . 개,. 대,. 만원, . , . ,2억4천5백,2호선 홍대입구역,-선택사항-     
698,서울 구로구 00동,. , 39 개, . 개,. 대,. 만원, . , . ,4억6천,7호선 가산디지털역,-선택사항-     
699,서울 영등포구 00동,. , 40 개, . 개,. 대,. 만원, . , . ,1억1천,9호선 당산역,-선택사항-     
700,서울 강동구 00동,300 , 60↓ 개,  개,00 대,5천 만원, 330 , 00 ,1억2천,-선택사항- ,-선택사항-     
701,서울 강서구 00동,260 ,  개,  개,00 대,2000 만원, 100 , 사용량에 따라 부과 ,5000,-선택사항- ,-선택사항-     
702,서울 마포구 동교동,540 , 50 개, 50 개,1 대,1억 만원, 770 , 100 ,합4억3천,-선택사항- ,-선택사항-     
703,서울 동작구 00동,328 , 35 개, 35 개,00 대,1억5천 만원, 470 , 30 ,3억2천,-선택사항- ,-선택사항-     
704,서울 강남구 00동,460 , 48 개, 48 개,00 대,1억 만원, 790 , 50 ,4억2천,-선택사항- ,-선택사항-     
705,서울 송파구 00동,290 , 30 개, 30 개,00 대,4천 만원, 390 , 50 ,2억3천,-선택사항- ,-선택사항-     
706,서울 성북구 00동,490 , 47 개, 47 개,00 대,5천 만원, 680 , 50 ,3억2천,-선택사항- ,-선택사항-     
707,서울 노원구 00동,280 ,  개,  개,00 대, 만원, 300 , 10만 ,5000,-선택사항- ,-선택사항-     
708,서울 강북구 00동,334 , 31 개, 31 개,00 대,7000 만원, 440 , 00 ,2억4천,-선택사항- ,-선택사항-     
709,서울 중구 00동,430 , 37 개, 37 개,00 대,8000 만원, 530 , 00 ,3억5천,-선택사항- ,-선택사항-     
710,서울 송파구 00동,330 , 36 개, 21 개,00 대,6000 만원, 500 , 00 ,2억4천,-선택사항- ,-선택사항-     
711,서울 영등포구 00동,358 , 43 개, 13 개,00 대,6000 만원, 400 , 00 ,1억6천,-선택사항- ,-선택사항-     
712,서울 서초구 00동,332 , 40 개,  개,00 대,6천 만원, 470 , 50 ,1억9천5백,-선택사항- ,-선택사항-     
713,서울 구로구 00동,462 , 41 개, 41 개,00 대,5천 만원, 420 , 30 ,4억1천,-선택사항- ,-선택사항-     
714,서울 강서구 00동,322.7 , 41 개, 9 개,없음 대,3000 만원, 300 , 15 ,11500,-선택사항- ,-선택사항-     
715,서울 영등포구 00동,300 , 34 개,  개,00 대,7천 만원, 380 , 00 ,1억6천,-선택사항- ,-선택사항-     
716,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
717,서울 종로구 00동,400 , 55 개, 42 개,1 대,9000 만원, 580 , 50 ,19000,-선택사항- ,-선택사항-     
718,서울 관악구 00동,330 , 36 개, 25 개,00 대,4000 만원, 450 , 00 ,2억,-선택사항- ,-선택사항-     
719,서울 강동구 00동,390 , 35 개, 35 개,1 대,5000 만원, 580 , 00 ,27000,-선택사항- ,-선택사항-     
720,서울 강남구 서초동,390 , 40 개, 25 개,1 대,6천 만원, 480 , 40 ,합1억9500,-선택사항- ,-선택사항-     
721,서울 광진구 00동,. ,  개,  개,00 대, 만원, 580 , 00 ,2억,-선택사항- ,-선택사항-     
722,서울 동작구 00동,. ,  개,  개,00 대, 만원, 392 , 00 ,2억,-선택사항- ,-선택사항-     
723,서울 중랑구 상봉동,370 , 30 개, 큰30 개,1 대,5천 만원, 380 , 20 ,합2억7천,-선택사항- ,-선택사항-     
724,서울 동작구 동작동,440 , 24 개, 큰24 개,1 대,8천 만원, 280 , 30 ,합2억4천,-선택사항- ,-선택사항-     
725,서울 강동구 서초동,390 , 28 개, 28 개,1 대,7천 만원, 510 , 40 ,합2억2천,-선택사항- ,-선택사항-     
726,서울 서대문구 00동,450 , 40 개,  개,00 대,5000 만원, 410 , 00 ,21000,-선택사항- ,-선택사항-     
727,서울 관악구 00동,350 , 38 개,  개,00 대,5000 만원, 400 , 00 ,18000,-선택사항- ,-선택사항-     
728,서울 광진구 00동,373.94 , 42 개,  개,00 대,4000 만원, 475 , 60만원 ,34000,-선택사항- ,-선택사항-     
729,서울 광진구 건대,410 , 42 개, 42 개,1 대,4천 만원, 475 , 60 ,합3억3천,-선택사항- ,-선택사항-     
730,서울 서초구 00동,404.24 , 50 개, 31 개,4 대,8500 만원, 520 , 51만원 ,23000,-선택사항- ,-선택사항-     
731,서울 강남구 00동,246 , 28 개, 14 개,없음 대,5500 만원, 480 , 7만 ,16000,-선택사항- ,-선택사항-     
732,서울 구로구 00동,500 ,  개,  개,00 대,7000 만원, 450 , 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     
733,서울 강남구 00동,300 , 29 개,  개,00 대,6000 만원, 500 , 00 ,26000,-선택사항- ,-선택사항-     
734,서울 동작구 00동,423.14 , 54 개,  개,없음 대,4000 만원, 500 , 없음 ,22000,-선택사항- ,-선택사항-     
735,서울 강남구 00동,200~ , 19 개,  개,00 대,5000 만원, 300 , 00 ,21000,-선택사항- ,-선택사항-     
736,서울 강남구 00동,330 , 37 개,  개,00 대,5000 만원, 638 , 00 ,24000,-선택사항- ,-선택사항-     
737,서울 강남구 00동,322.56 , 48 개,  개,00 대,8000 만원, 1100 , 없음 ,47000,-선택사항- ,-선택사항-     
738,서울 강서구 00동,199.02 , 50 개,  개,00 대,8000 만원, 390 , 110만원 ,17000,-선택사항- ,-선택사항-     
739,서울 동작구 00동,423.14 , 53 개,  개,00 대,4000 만원, 500 , 없음 ,21000,-선택사항- ,-선택사항-     
740,서울 종로구 00동,300 , 30 개, 30 개,00 대,3천 만원, 220 , 20 ,합3억,-선택사항- ,-선택사항-     
741,서울 종로구 00동,90 , 28 개, 4 개,노 대,4000 만원, 220 ,  노 ,13500,4호선 ,-선택사항-     
742,서울 서초구 00동,320 , 27 개, 27 개,00 대,8000 만원, 540 , 00 ,2억4천,-선택사항- ,-선택사항-     
743,서울 영등포구 00동,420 , 35 개, 35 개,00 대,8000 만원, 550 , 00 ,3억3천,-선택사항- ,-선택사항-     
744,서울 중구 00동,281.55 ,  개,  개,00 대,5000 만원, 443 , 00 ,29000,-선택사항- ,-선택사항-     
745,서울 강북구 미아동,380.88 , 50 개, 8 개,X 대,5천 만원, 308 , 63만원 ,1억2천,-선택사항- ,-선택사항-     
746,서울 금천구 00동,135 ,  개,  개,00 대,2000 만원, 272 , 00 ,14000,-선택사항- ,-선택사항-     
747,서울 서대문구 00동,250.25 , 25 개,  개,00 대,1500 만원, 180 , 00 ,8,-선택사항- ,-선택사항-     
748,서울 강남구 00동,330 , 35 개, 20 개,00 대,6000 만원, 480 , 00 ,2억1천,-선택사항- ,-선택사항-     
749,서울 서초구 서초동,203.7 , 40 개, 26 개,2 대,6천 만원, 575 , 없음 ,2억,-선택사항- ,-선택사항-     
750,서울 관악구 00동,220 , 36 개,  개,00 대,5000 만원, 330 , 00 ,18000,-선택사항- ,-선택사항-     
751,서울 종로구 을지로3가,123.71 , 40 개, 40 개,X 대,7천 만원, 600 , 포함 ,3억7천,-선택사항- ,-선택사항-     
752,서울 관악구 00동,330 , 38 개, 0 개,00 대,7000 만원, 320 , 00 ,1억5500,-선택사항- ,-선택사항-     
753,서울 강남구 00동,396 , 40 개, 0 개,00 대,6000 만원, 520 , 00 ,2억,-선택사항- ,-선택사항-     
754,서울 종로구 00동,100 , 36 개,  개,00 대,8000 만원, 450 , 00 ,18000,-선택사항- ,-선택사항-     
755,서울 강동구 00동,120 , 35 개,  개,00 대,5000 만원, 550 , 00 ,28000,-선택사항- ,-선택사항-     
756,서울 동작구 00동,100 , 33 개,  개,00 대,9000 만원, 510 , 00 ,21000,-선택사항- ,-선택사항-     
757,서울 강서구 화곡동,189.12 , 35 개, 6 개,00 대,3000 만원, 290 , 00 ,10000,-선택사항- ,-선택사항-     
758,서울 강동구 00동,370 , 57 개,  개,00 대,5000 만원, 330 , 00 ,14000,-선택사항- ,-선택사항-     
759,서울 강서구 등촌동,398.04 , 60 개, 8 개,00 대,8000 만원, 390 , 110 ,16000,-선택사항- ,-선택사항-     
760,서울 금천구 시흥동,371.44 , 44 개, 7 개,00 대,5000 만원, 400 , 70 ,11000,-선택사항- ,-선택사항-     
761,서울 영등포구 도림동,246.04 , 45 개, 7 개,00 대,3000 만원, 260 , 00 ,9000,-선택사항- ,-선택사항-     
762,서울 영등포구 당산동1가,249.9 , 40 개, 7 개,00 대,3000 만원, 240 , 10 ,10000,-선택사항- ,-선택사항-     
763,서울 서대문구 00동,450 , 41 개, 43 개,3 대,4000 만원, 450 , 없음 ,2억,-선택사항- ,-선택사항-     
764,서울 중구 00동,130평 ,  개,  개,00 대,3000 만원, 420 , 00 ,25000,-선택사항- ,-선택사항-     
765,서울 영등포구 00동,80평 ,  개,  개,00 대,7000 만원, 380 , 00 ,16000,-선택사항- ,-선택사항-     
766,서울 강서구 00동,100평 ,  개,  개,00 대,9000 만원, 473 , 00 ,17000,-선택사항- ,-선택사항-     
767,서울 강남구 00동,. , 29 개, . 개,. 대,. 만원, . , . ,2억,2호선 강남역,-선택사항-     
768,서울 영등포구 00동,80평 ,  개,  개,00 대,3000 만원, 240 , 00 ,11000,-선택사항- ,-선택사항-     
769,서울 마포구 00동,200평 ,  개,  개,00 대,7,['000 만원'],None,46,-선택사항- ,-선택사항-     
770,서울 금천구 00동,330 , 47 개,  개,00 대,5천 만원, 440 , 20 ,1억6천,-선택사항- ,-선택사항-     
771,서울 동작구 00동,180 , 24 개,  개,00 대,5000 만원, 250 , 00 ,14000,-선택사항- ,-선택사항-     
772,서울 강서구 00동,440 , 40 개,  개,00 대,5000 만원, 330 , 00 ,14000,-선택사항- ,-선택사항-     
773,서울 강동구 00동,240 , 31 개,  개,00 대,3000 만원, 200 , 00 ,8000,-선택사항- ,-선택사항-     
774,서울 강동구 00동,250 , 30 개,  개,00 대,3000 만원, 350 , 00 ,16000,-선택사항- ,-선택사항-     
775,서울 강동구 00동,260 , 32 개,  개,00 대,3000 만원, 350 , 00 ,15000,-선택사항- ,-선택사항-     
776,서울 영등포구 00동,330 , 35 개, 29 개,00 대,7000 만원, 390 , 00 ,15000,-선택사항- ,-선택사항-     
777,서울 구로구 00동,340 , 40 개, 27 개,1 대,4000 만원, 380 , 00 ,17000,-선택사항- ,-선택사항-     
778,서울 종로구 00동,400 , 55 개, 42 개,1 대,9000 만원, 580 , 50 ,19000,-선택사항- ,-선택사항-     
779,서울 동작구 00동,334 , 31 개, 31 개,00 대,4000 만원, 392 , 없음 ,2억,-선택사항- ,-선택사항-     
780,서울 영등포구 00동,157.7 , 40 개, 20 개,00 대,5000 만원, 400 , 없음 ,1억,-선택사항- ,-선택사항-     
781,서울 동작구 00동,278 , 38 개, 38 개,00 대,5000 만원, 460 , 없음 ,2억,-선택사항- ,-선택사항-     
782,서울 양천구 00동,390 , 40 개,  개,00 대,4000 만원, 370 , 00 ,14000,-선택사항- ,-선택사항-     
783,서울 종로구 00동,360 , 38 개,  개,00 대,6000 만원, 420 , 00 ,25000,-선택사항- ,-선택사항-     
784,서울 종로구 영등포동,500 , 50 개, 원50 개,1 대,* 만원, 690 , 50 ,합3억1천,-선택사항- ,-선택사항-     
785,서울 영등포구 영등포동,370 , 40 개, 원13 개,1 대,2500 만원, 190 , 20 ,합1억7천,-선택사항- ,-선택사항-     
786,서울 강남구 서초동,390 , 40 개, 원25 개,1 대,8천 만원, 490 , 40 ,합1억9500,-선택사항- ,-선택사항-     
787,서울 광진구 중곡동,330 , 34 개, 원17 개,1 대,5천 만원, 360 , 30 ,합1억2천,-선택사항- ,-선택사항-     
788,서울 송파구 00동,313 , 30 개, 30 개,00 대,5천 만원, 370 , 30 ,3억3천,-선택사항- ,-선택사항-     
789,서울 강북구 00동,244 ,  개,  개,00 대,3000 만원, 346 , 00 ,1억4000,-선택사항- ,-선택사항-     
790,서울 중구 00동,280.35 , 28 개, 0 개,00 대,3000 만원, 275 , 00 ,26000,-선택사항- ,-선택사항-     
791,서울 중랑구 00동,150 ,  개,  개,00 대, 만원, 190 , 5만원 ,7500,-선택사항- ,-선택사항-     
792,서울 동작구 00동,217 ,  개,  개,00 대,3000 만원, 200 , 없음 ,3000,-선택사항- ,-선택사항-     
793,서울 중구 00동,224.85 , 35 개, 0 개,16 대,5000 만원, 443 , 00 ,19000,-선택사항- ,-선택사항-     
794,서울 노원구 00동,280 ,  개,  개,00 대,5000 만원, 300 , 10 ,5000,-선택사항- ,-선택사항-     
795,서울 광진구 00동,290 ,  개, 29 개,1 대,4000 만원, 400 , 00 ,18000,-선택사항- ,-선택사항-     
796,서울 동대문구 00동,290 ,  개,  개,00 대,3000 만원, 210 , 00 ,8000,-선택사항- ,-선택사항-     
797,서울 서초구 양재동,360 , 35 개, 16 개,없음 대,3200 만원, 390 , 별도 ,25000,-선택사항- ,-선택사항-     
798,서울 종로구 00동,288.58 , 36 개,  개,00 대,11000 만원, 594 , 00 ,32000,-선택사항- ,-선택사항-     
799,서울 구로구 구로동,630 , 95 개, 0 개,1 대,8천 만원, 550 , 30 ,권리금3천,-선택사항- ,-선택사항-     
800,서울 마포구 00동,352.52 , 36 개,  개,없음 대,5000 만원, 500 , 사용량에 따라 ,26000,-선택사항- ,-선택사항-     
801,서울 마포구 00동,292.97 , 38 개,  개,00 대,9000 만원, 277 , 150만원 ,27000,-선택사항- ,-선택사항-     
802,서울 중구 00동,280 , 36 개,  개,00 대,6000 만원, 400 , 00 ,18000,-선택사항- ,-선택사항-     
803,서울 광진구 00동,293. , 43 개,  개,4 대,6000 만원, 400 , 00 ,19000,-선택사항- ,-선택사항-     
804,서울 종로구 숭인동,235.14 , 20 개, 20 개,X 대,6천 만원, 330 , 40만원 ,1억6천5백,-선택사항- ,-선택사항-     
805,서울 종로구 00동,280 , 35 개,  개,1 대,3000 만원, 280 , 00 ,85000,-선택사항- ,-선택사항-     
806,서울 성북구 삼선동,102.35 , 35 개, 5 개,X 대,4천 만원, 250 , 없음 ,8천,-선택사항- ,-선택사항-     
807,서울 성동구 구의동,440 , 42 개, 42 개,1 대,4천 만원, 475 , 60 ,합3억3천,-선택사항- ,-선택사항-     
808,서울 성북구 00동,430 ,  개,  개,00 대, 만원, 450 , 00 ,합,-선택사항- ,-선택사항-     
809,서울 서대문구 00동,199.68 , 31 개,  개,00 대,2000 만원, 250 , 00 ,11000,-선택사항- ,-선택사항-     
810,서울 동작구 노량진동,122.5 , 39 개, 39 개,X 대,5천 만원, 460 , 없음 ,2억7천,-선택사항- ,-선택사항-     
811,서울 마포구 합정동,360 , 40 개, 17 개,1 대,5천 만원, 390 , 20 ,합1억7천,-선택사항- ,-선택사항-     
812,서울 종로구 종각,600 , 93 개, 43 개,00 대,2억 만원, 1350 , 00 ,권리금,-선택사항- ,-선택사항-     
813,서울 송파구 00동,320 , 36 개, 22 개,00 대,6000 만원, 495 , 00 ,2억4천,-선택사항- ,-선택사항-     
814,서울 송파구 00동,320 , 36 개, 22 개,00 대,6천 만원, 495 , 00 ,2억4천,-선택사항- ,-선택사항-     
815,서울 강남구 00동,143.08 ,  개,  개,00 대,6000 만원, 450 , 00 ,23000,-선택사항- ,-선택사항-     
816,서울 강남구 00동,247.24 , 상담 개,  개,00 대,7000 만원, 770 , 없음 ,38000,-선택사항- ,-선택사항-     
817,서울 중구 00동,360 , 34 개, 0 개,00 대,5000 만원, 430 , 00 ,2억8000,-선택사항- ,-선택사항-     
818,서울 강동구 00동,429 , 43 개, 43 개,2 대,4000 만원, 520 , 00 ,3억3000,-선택사항- ,-선택사항-     
819,서울 동대문구 청량리동,143.64 , 22 개, 3 개,X 대,2천 만원, 165 , 없음 ,5천,-선택사항- ,-선택사항-     
