고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
서울 서초구 서초동,404, 50 개, 27 개,불가 대,8500 만원,520,46,2억4천,-선택사항- ,-선택사항-     ,8500,24000,50,520,46,45,24000,91,166,5.6,6.9,10.3,6576,6576,6576,613,548,452,4272,3492,2340,356,291,195,17,14,9
서울 구로구 00동,285, 24 개,  개,00 대,2000 만원,150,0,2000,-선택사항- ,-선택사항-     ,2000,2000,24,150,0,36,2000,36,80,-1.4,-1.4,-1.4,0,0,0,0,0,0,-1392,-1392,-1392,-116,-116,-116,-69,-69,-69
서울 성동구 도선동,. ,  개,  개,00 대,5000 만원,210,0,12000,-선택사항- ,-선택사항-     ,5000,12000,0,210,0,38,12000,36,80,-1.4,-1.4,-1.4,0,0,0,0,0,0,-1392,-1392,-1392,-116,-116,-116,-69,-69,-69
서울 금천구 00동,280, 30 개, 16 개,00 대,2000 만원,220,30,1억3000,-선택사항- ,-선택사항-     ,2000,13000,30,220,30,38,13000,68,100,4.1,4.9,7.1,4668,4668,4668,435,389,320,3204,2652,1824,267,221,152,24,20,14
서울 관악구 00동,240, 29 개,  개,00 대,4000 만원,240,30,6500,-선택사항- ,-선택사항-     ,4000,6500,29,240,30,33,6500,63,96,-8.9,-7.6,-6.2,1056,1056,1056,98,88,72,-732,-852,-1044,-61,-71,-87,-11,-13,-16
서울 구로구 00동,520, 67 개, 40 개,00 대,6500 만원,650,0,2억7000,-선택사항- ,-선택사항-     ,6500,27000,67,650,0,36,27000,36,223,4.1,4.8,6.7,8712,8712,8712,811,726,597,6624,5604,4056,552,467,338,24,20,15
서울 서초구 00동,약 200평 ,  개,  개,00 대,10000 만원,900,0,43000,-선택사항- ,-선택사항-     ,10000,43000,0,900,0,45,43000,36,223,4.1,4.8,6.7,8712,8712,8712,811,726,597,6624,5604,4056,552,467,338,24,20,15
서울 강남구 00동,약 200평 ,  개,  개,00 대,740 만원,10000,0,41000,-선택사항- ,-선택사항-     ,740,41000,0,10000,0,48,41000,36,223,4.1,4.8,6.7,8712,8712,8712,811,726,597,6624,5604,4056,552,467,338,24,20,15
서울 서대문구 00동,398, 42 개,  개,00 대, 만원,600,70,2억3천,-선택사항- ,-선택사항-     ,0,23000,42,600,70,39,23000,109,140,2.9,3.4,4.6,9768,9768,9768,910,814,670,7932,6780,5052,661,565,421,34,29,21
서울 동대문구 00동,173, 21 개,  개,00 대, 만원,205,17,1억,-선택사항- ,-선택사항-     ,0,10000,21,205,17,37,10000,54,70,3.1,3.6,5,4248,4248,4248,395,354,291,3252,2760,2004,271,230,167,32,27,20
서울 종로구 00,384.45, 56 개, 40 개,1 대,9000 만원,580, 별도 ,2억,-선택사항- ,-선택사항-     ,9000,20000,56,580,0,42,20000,42,186,8.1,10.4,18.1,4668,4668,4668,435,389,320,2484,1932,1104,207,161,92,12,9,5
서울 구로구 00동,500,  개,  개,00 대,7000 만원,450, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,7000,13000,0,450,0,36,13000,42,186,8.1,10.4,18.1,4668,4668,4668,435,389,320,2484,1932,1104,207,161,92,12,9,5
서울 영등포구 00동,500,  개,  개,00 대,6000 만원,400, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,6000,13000,0,400,0,38,13000,42,186,8.1,10.4,18.1,4668,4668,4668,435,389,320,2484,1932,1104,207,161,92,12,9,5
서울 중랑구 00동,100,  개,  개,00 대,7500 만원,405,0,17000,-선택사항- ,-선택사항-     ,7500,17000,0,405,0,32,17000,42,186,8.1,10.4,18.1,4668,4668,4668,435,389,320,2484,1932,1104,207,161,92,12,9,5
서울 영등포구 00동,268.8, 31 개, 24 개,없음 대,4000 만원,280,35,21000,-선택사항- ,-선택사항-     ,4000,21000,31,280,35,38,21000,73,103,3.5,4.1,5.5,7224,7224,7224,672,602,495,5952,5112,3828,496,426,319,28,24,18
서울 송파구 00동,510.94, 64 개, 25 개,5 대,9500 만원,600, 없음 ,19000,-선택사항- ,-선택사항-     ,9500,19000,64,600,0,42,19000,42,213,13.1,19.5,72,4032,4032,4032,376,336,277,1452,972,264,121,81,22,7,5,1
서울 송파구 00동,429.78, 21 개, 21 개,1 대,1억 만원,500,60,31000,-선택사항- ,-선택사항-     ,10000,31000,21,500,60,42,31000,102,70,3.9,4.5,5.9,8916,8916,8916,831,743,612,7908,6852,5280,659,571,440,25,22,17
서울 중랑구 00동,231, 32 개,  개,00 대,2500 만원,255,434500,5500,-선택사항- ,-선택사항-     ,2500,5500,32,255,434500,32,5500,434532,106,0,0,0,1272,1272,1272,118,106,87,-5214240,-5214384,-5214612,-434520,-434532,-434551,-94804,-94806,-94811
서울 강남구 00동,45평 ,  개,  개,00 대,3000 만원,260,0,8000,-선택사항- ,-선택사항-     ,3000,8000,0,260,0,48,8000,434532,106,0,0,0,1272,1272,1272,118,106,87,-5214240,-5214384,-5214612,-434520,-434532,-434551,-94804,-94806,-94811
서울 성동구 한양대역,440, 42 개, 42 개,1 대,4천 만원,47,66,합3억4천,-선택사항- ,-선택사항-     ,4000,34000,42,47,66,38,34000,104,140,3,3.5,4.5,12744,12744,12744,1187,1062,875,11316,9816,7572,943,818,631,33,28,22
서울 구로구 00동,300, 큰방2 개, 0 개,1 대,2천 만원,150,0,권리금,-선택사항- ,-선택사항-     ,2000,0,2,150,0,36,0,36,6,3,3.5,4.5,-840,-840,-840,-79,-70,-58,-1452,-1344,-1200,-121,-112,-100,33,28,22
서울 강남구 00동,155.89, 13 개,  개,00 대,3000 만원,260, 없음 ,8000,-선택사항- ,-선택사항-     ,3000,8000,13,260,0,48,8000,48,43,6.3,7.8,12.3,2124,2124,2124,197,177,145,1272,1032,648,106,86,54,15,12,8
서울 강남구 00동,155.89, 13 개,  개,00 대,3000 만원,260,100,8000,-선택사항- ,-선택사항-     ,3000,8000,13,260,100,48,8000,148,43,111.1,-47.6,-14.5,2124,2124,2124,197,177,145,72,-168,-552,6,-14,-46,0,-2,-6
서울 강남구 강남구,128평 ,  개,  개,00 대,1억 만원,950,0,4억,-선택사항- ,-선택사항-     ,10000,40000,0,950,0,48,40000,148,43,111.1,-47.6,-14.5,2124,2124,2124,197,177,145,72,-168,-552,6,-14,-46,0,-2,-6
서울 동대문구 00동,370, 38 개, 38 개,00 대,5천 만원,470,30,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30,37,30000,67,126,3.1,3.6,4.7,10620,10620,10620,989,885,729,9552,8304,6432,796,692,536,31,27,21
서울 노원구 00동,344.28, 42 개,  개,00 대,5500 만원,390, 37만원 ,7500,-선택사항- ,-선택사항-     ,5500,7500,42,390,37,36,7500,73,140,-4.7,-4.4,-4,840,840,840,79,70,58,-1608,-1716,-1860,-134,-143,-155,-21,-22,-24
서울 구로구 00동,320, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,36,96,2.9,3.3,4.3,9348,9348,9348,870,779,641,8856,7764,6108,738,647,509,34,29,23
서울 서대문구 창천동,202.6, 33 개, 4 개,00 대,4000 만원,308,0,1억3천300,-선택사항- ,-선택사항-     ,4000,13300,33,308,0,39,13300,39,110,5.1,6.2,9.1,3948,3948,3948,368,329,271,2628,2160,1464,219,180,122,19,16,11
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 구로구 00동,562, 67 개, 40 개,00 대,6천 만원,600,50,2억6천5백,-선택사항- ,-선택사항-     ,6000,26500,67,600,50,36,26500,86,223,4.4,5.3,7.7,8712,8712,8712,811,726,597,6024,5004,3456,502,417,288,22,18,13
서울 관악구 봉천동,254.6, 35 개, 35 개,2 대,3천 만원,390, 포함 ,1억8천,-선택사항- ,-선택사항-     ,3000,18000,35,390,0,33,18000,33,116,3.4,3.9,5.2,6372,6372,6372,593,531,437,5328,4584,3456,444,382,288,29,25,19
서울 송파구 가락동,118.83, 26 개, 15 개,3 대,4천 만원,320, 23만원 ,1억4천,-선택사항- ,-선택사항-     ,4000,14000,26,320,23,42,14000,65,86,4.8,5.7,8.3,4248,4248,4248,395,354,291,2928,2436,1680,244,203,140,20,17,12
서울 영등포구 00동,299.53, 29 개,  개,00 대,4천 만원,420,0,2억2천,5호선 영등포구청역,-선택사항-     ,4000,22000,29,420,0,38,22000,38,96,3.2,3.6,4.7,7644,7644,7644,712,637,525,6936,6036,4692,578,503,391,31,27,21
서울 동작구 00동,270,  개,  개,00 대,4000 만원,490, 사용량에 따라 부과 ,2억4000,-선택사항- ,-선택사항-     ,4000,24000,0,490,0,38,24000,38,96,3.2,3.6,4.7,7644,7644,7644,712,637,525,6936,6036,4692,578,503,391,31,27,21
서울 동대문구 00동,368,  개,  개,00 대,5000 만원,550, 사용량에 따라 부과 ,3억1000,-선택사항- ,-선택사항-     ,5000,31000,0,550,0,37,31000,38,96,3.2,3.6,4.7,7644,7644,7644,712,637,525,6936,6036,4692,578,503,391,31,27,21
서울 동작구 00동,60, 23 개,  개,00 대,5000 만원,200,0,10000,-선택사항- ,-선택사항-     ,5000,10000,23,200,0,38,10000,38,76,10,13.2,26.9,2124,2124,2124,197,177,145,996,756,372,83,63,31,9,7,3
서울 성동구 00동,고시원 ,  개,  개,00 대,5000 만원,  ,0,1억2000,-선택사항- ,-선택사항-     ,5000,12000,0,0,0,38,12000,38,76,10,13.2,26.9,2124,2124,2124,197,177,145,996,756,372,83,63,31,9,7,3
서울 금천구 가산동,300, 46 개, 0 개,1 대,4천 만원,275, 20수도료 ,합5500,-선택사항- ,-선택사항-     ,4000,5500,46,275,20,38,5500,58,153,-3,-2.9,-2.7,636,636,636,59,53,43,-1824,-1896,-2016,-152,-158,-168,-33,-34,-36
서울 양천구 양천동,300, 40 개, 14 개,1 대,3천 만원,370,0,합1억4천,-선택사항- ,-선택사항-     ,3000,14000,40,370,0,35,14000,35,133,4.4,5.3,7.7,4668,4668,4668,435,389,320,3204,2652,1824,267,221,152,22,18,13
서울 구로구 00동,166.65, 27 개, 12 개,00 대,5천 만원,360, 없음 ,1억,-선택사항- ,-선택사항-     ,5000,10000,27,360,0,36,10000,36,90,11.7,16.3,43.9,2124,2124,2124,197,177,145,852,612,228,71,51,19,8,6,2
서울 동대문구 청량리동,440, 39 개, 39 개,00 대,5천 만원,480,20,합3억,-선택사항- ,-선택사항-     ,5000,30000,39,480,20,37,30000,57,130,3.1,3.6,4.6,10620,10620,10620,989,885,729,9624,8376,6504,802,698,542,32,27,21
서울 노원구 00동,350, 40 개,  개,00 대,7000 만원,465,0,24000,-선택사항- ,-선택사항-     ,7000,24000,40,465,0,36,24000,36,133,4,4.6,6.1,7224,7224,7224,672,602,495,6036,5196,3912,503,433,326,25,21,16
서울 영등포구 00동,400,  개,  개,00 대,3000 만원,240, 사용량에 따라 부과 ,1억2000,-선택사항- ,-선택사항-     ,3000,12000,0,240,0,38,12000,36,133,4,4.6,6.1,7224,7224,7224,672,602,495,6036,5196,3912,503,433,326,25,21,16
서울 종로구 00동,400, 52 개, 42 개,1 대,8500 만원,600,40,19500,-선택사항- ,-선택사항-     ,8500,19500,52,600,40,42,19500,82,173,9,12.1,25,4668,4668,4668,435,389,320,2160,1608,780,180,134,65,11,8,4
서울 동작구 00동,220, 33 개,  개,00 대,3000 만원,220,0,6500,-선택사항- ,-선택사항-     ,3000,6500,33,220,0,38,6500,38,110,-54.2,-21.7,-11.8,1476,1476,1476,138,123,102,-120,-300,-552,-10,-25,-46,-1,-4,-8
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 영등포구 00동,330, 35 개, 29 개,00 대,7000 만원,380,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,380,0,38,15000,38,116,7.7,9.7,15.8,3396,3396,3396,316,283,233,1944,1548,948,162,129,79,12,10,6
서울 강남구 00동,약 100평 ,  개,  개,00 대,6000 만원,450,0,21000,-선택사항- ,-선택사항-     ,6000,21000,0,450,0,48,21000,38,116,7.7,9.7,15.8,3396,3396,3396,316,283,233,1944,1548,948,162,129,79,12,10,6
서울 강남구 00동,약 100평 ,  개,  개,00 대,4000 만원,250,0,6000,-선택사항- ,-선택사항-     ,4000,6000,0,250,0,48,6000,38,116,7.7,9.7,15.8,3396,3396,3396,316,283,233,1944,1548,948,162,129,79,12,10,6
서울 서초구 00동,약200평 , 50 개,  개,00 대,8500 만원,520,0,24000,-선택사항- ,-선택사항-     ,8500,24000,50,520,0,45,24000,45,166,5,5.9,8.3,6576,6576,6576,613,548,452,4824,4044,2892,402,337,241,20,16,12
서울 종로구 00,243.83, 40 개, 3 개,00 대,3000 만원,300,0,5천,-선택사항- ,-선택사항-     ,3000,5000,40,300,0,42,5000,42,133,-4.3,-4,-3.6,840,840,840,79,70,58,-1152,-1260,-1404,-96,-105,-117,-23,-25,-28
서울 서초구 00동,393, 40 개,  개,없음 대,6000 만원,578, 없음 ,19000,-선택사항- ,-선택사항-     ,6000,19000,40,578,0,45,19000,45,133,4.7,5.6,7.9,5520,5520,5520,514,460,379,4032,3384,2412,336,282,201,21,17,12
서울 종로구 00동,올원룸 ,  개,  개,00 대,1억 만원,429,0,1억9000,-선택사항- ,-선택사항-     ,10000,19000,0,429,0,42,19000,45,133,4.7,5.6,7.9,5520,5520,5520,514,460,379,4032,3384,2412,336,282,201,21,17,12
서울 종로구 00동,역세권 ,  개,  개,00 대,3000 만원,200,0,1억1000,-선택사항- ,-선택사항-     ,3000,11000,0,200,0,42,11000,45,133,4.7,5.6,7.9,5520,5520,5520,514,460,379,4032,3384,2412,336,282,201,21,17,12
서울 강동구 00동,276.6, 37 개, 3 개,1 대,2500 만원,240,0,8천,-선택사항- ,-선택사항-     ,2500,8000,37,240,0,38,8000,38,123,11.9,20.2,-666.7,2328,2328,2328,217,194,160,672,396,-12,56,33,-1,8,4,0
서울 강동구 성내동,176.22, 35 개, 35 개,1 대,5천 만원,605, 포함 ,3억,-선택사항- ,-선택사항-     ,5000,30000,35,605,0,38,30000,38,116,3,3.4,4.3,10620,10620,10620,989,885,729,10020,8772,6900,835,731,575,33,29,23
서울 성북구 00동,471.33,  개,  개,00 대,7500 만원,490,0,2700,-선택사항- ,-선택사항-     ,7500,2700,0,490,0,37,2700,38,116,3,3.4,4.3,10620,10620,10620,989,885,729,10020,8772,6900,835,731,575,33,29,23
서울 노원구 00동,397.11, 67 개, 4 개,3 대,7000 만원,450, 없음 ,12000,-선택사항- ,-선택사항-     ,7000,12000,67,450,0,36,12000,36,223,-16.1,-12.2,-8.8,2124,2124,2124,197,177,145,-744,-984,-1368,-62,-82,-114,-6,-8,-11
서울 노원구 상계동,261.61, 52 개, 28 개,4 대,6천 만원,680, 없음 ,2억2천,-선택사항- ,-선택사항-     ,6000,22000,52,680,0,36,22000,36,173,4.3,5.1,7.1,6792,6792,6792,633,566,466,5088,4284,3084,424,357,257,23,19,14
서울 관악구 00동,352, 47 개,  개,00 대,3천5백 만원,320,30,1억6천5백,-선택사항- ,-선택사항-     ,3500,16500,47,320,30,33,16500,63,156,4.7,5.7,8.6,5520,5520,5520,514,460,379,3540,2892,1920,295,241,160,21,17,11
서울 영등포구 00동,418, 40 개, 40 개,00 대,4천 만원,490,50,3억2천,-선택사항- ,-선택사항-     ,4000,32000,40,490,50,38,32000,88,133,3,3.5,4.5,11892,11892,11892,1108,991,816,10644,9240,7140,887,770,595,33,28,22
서울 중구 00동,406, 42 개, 42 개,00 대,5천 만원,580,50,3억4천,-선택사항- ,-선택사항-     ,5000,34000,42,580,50,41,34000,91,140,3.1,3.6,4.6,12324,12324,12324,1147,1027,845,10992,9552,7368,916,796,614,32,28,21
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 구로구 00동,330, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,36,96,2.9,3.3,4.3,9348,9348,9348,870,779,641,8856,7764,6108,738,647,509,34,29,23
서울 노원구 00동,387.6,  개,  개,00 대, 만원,450,0,합,-선택사항- ,-선택사항-     ,0,0,0,450,0,36,0,36,96,2.9,3.3,4.3,9348,9348,9348,870,779,641,8856,7764,6108,738,647,509,34,29,23
서울 구로구 오류동,280.14, 24 개, 2 개,00 대,2000 만원,150,0,4000,-선택사항- ,-선택사항-     ,2000,4000,24,150,0,36,4000,36,80,-9,-7.2,-5.7,840,840,840,79,70,58,-444,-552,-696,-37,-46,-58,-11,-13,-17
서울 강서구 화곡동,268.82, 39 개, 4 개,00 대,4000 만원,220,0,1억3천,-선택사항- ,-선택사항-     ,4000,13000,39,220,0,34,13000,34,130,5.6,7,11.1,3816,3816,3816,356,318,262,2304,1848,1176,192,154,98,17,14,9
서울 금천구 독산동,324.12, 50 개, 4 개,00 대,5000 만원,240,0,1억5천,-선택사항- ,-선택사항-     ,5000,15000,50,240,0,38,15000,38,166,6.5,8.3,14.4,4248,4248,4248,395,354,291,2292,1800,1044,191,150,87,15,12,6
서울 영등포구 대림2동,348.94, 34 개, 29 개,00 대,7000 만원,450,15,1억6천,-선택사항- ,-선택사항-     ,7000,16000,34,450,15,38,16000,53,113,7,8.8,13.9,3816,3816,3816,356,318,262,2280,1824,1152,190,152,96,14,11,7
서울 노원구 00동,360, 30 개, 0 개,가능 대,5000 만원,350,0,2억6000,-선택사항- ,-선택사항-     ,5000,26000,30,350,0,36,26000,36,100,3.1,3.6,4.6,8916,8916,8916,831,743,612,8340,7284,5712,695,607,476,32,28,21
서울 동대문구 00동,360, 38 개, 0 개,00 대,5000 만원,410,0,3억1000,-선택사항- ,-선택사항-     ,5000,31000,38,410,0,37,31000,37,126,3,3.4,4.3,11040,11040,11040,1029,920,758,10392,9084,7140,866,757,595,33,29,23
서울 종로구 00동,429, 40 개, 40 개,00 대,5000 만원,530, 별도 ,3억6000,-선택사항- ,-선택사항-     ,5000,36000,40,530,0,42,36000,42,133,2.9,3.3,4.1,13164,13164,13164,1227,1097,904,12624,11064,8748,1052,922,729,35,30,24
서울 서초구 서초동,404.23, 50 개, 31 개,00 대,8500 만원,520,46,2억3천,-선택사항- ,-선택사항-     ,8500,23000,50,520,46,45,23000,91,166,6.1,7.5,11.6,6156,6156,6156,573,513,422,3792,3072,1980,316,256,165,16,13,8
서울 강남구 00동,100, 33 개,  개,00 대,7000 만원,600,0,24000,-선택사항- ,-선택사항-     ,7000,24000,33,600,0,48,24000,48,110,3.9,4.5,5.9,7224,7224,7224,672,602,495,6168,5328,4044,514,444,337,25,22,16
서울 동작구 00동,120, 42 개,  개,00 대,7000 만원,430,0,24000,-선택사항- ,-선택사항-     ,7000,24000,42,430,0,38,24000,38,140,4,4.7,6.3,7224,7224,7224,672,602,495,5928,5088,3804,494,424,317,24,21,15
서울 송파구 00동,333, 30 개,  개,00 대,5000 만원,400,0,32000,-선택사항- ,-선택사항-     ,5000,32000,30,400,0,42,32000,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 노원구 00동,* ,  개,  개,00 대, 만원,390,0,25000,-선택사항- ,-선택사항-     ,0,25000,0,390,0,36,25000,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 강서구 00동,* ,  개,  개,00 대, 만원,300,0,18000,-선택사항- ,-선택사항-     ,0,18000,0,300,0,34,18000,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 강동구 00동,* ,  개,  개,00 대, 만원,350,0,12000,-선택사항- ,-선택사항-     ,0,12000,0,350,0,38,12000,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 영등포구 00동,약150평 ,  개,  개,00 대,7000 만원,450,0,15000,-선택사항- ,-선택사항-     ,7000,15000,0,450,0,38,15000,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 강남구 00동,추천 ,  개,  개,00 대,5000 만원,400,0,2억8500,-선택사항- ,-선택사항-     ,5000,28500,0,400,0,48,28500,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 동작구 00동,고시원 ,  개,  개,00 대,5000 만원,407,0,1억4000,-선택사항- ,-선택사항-     ,5000,14000,0,407,0,38,14000,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 중구 00동,140평 ,  개,  개,00 대,3600 만원,415,0,2600,-선택사항- ,-선택사항-     ,3600,2600,0,415,0,41,2600,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 강남구 강남구,128평 , 38 개,  개,00 대, 만원,660,0,3억3천,-선택사항- ,-선택사항-     ,0,33000,38,660,0,48,33000,48,126,2.4,2.8,3.5,14016,14016,14016,1306,1168,962,13584,11928,9456,1132,994,788,41,36,28
서울 영등포구 00동,320, 35 개, 29 개,00 대,7000 만원,380,0,15500,-선택사항- ,-선택사항-     ,7000,15500,35,380,0,38,15500,38,116,7.1,8.8,13.9,3612,3612,3612,336,301,247,2184,1764,1116,182,147,93,14,11,7
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 강남구 00동,문의주세요 , 문의� 개,  개,00 대,문의주세요 만원, 문의주세요 , 문의주세요 ,문의주세요,-선택사항- ,-선택사항-     ,0,0,0,0,0,48,0,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 강남구 00동,문의주세요 , 문의� 개,  개,00 대,문의주세요 만원, 문의주세요 ,0,문의주세요,-선택사항- ,-선택사항-     ,0,0,0,0,0,48,0,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 영등포구 00동,360, 40 개, 20 개,00 대,5000 만원,400,0,1억5500,-선택사항- ,-선택사항-     ,5000,15500,40,400,0,38,15500,38,133,5.3,6.5,9.6,4452,4452,4452,415,371,306,2928,2400,1620,244,200,135,18,15,10
서울 영등포구 00동,90,  개,  개,00 대,7000 만원,360,0,16000,-선택사항- ,-선택사항-     ,7000,16000,0,360,0,38,16000,38,133,5.3,6.5,9.6,4452,4452,4452,415,371,306,2928,2400,1620,244,200,135,18,15,10
서울 동작구 00동,430, 36 개, 36 개,00 대, 만원,400,0,2억3000,-선택사항- ,-선택사항-     ,0,23000,36,400,0,38,23000,38,120,2.5,2.9,3.7,9768,9768,9768,910,814,670,9024,7872,6144,752,656,512,39,34,26
서울 구로구 00동,285, 24 개,  개,00 대,2000 만원,150,0,2000,-선택사항- ,-선택사항-     ,2000,2000,24,150,0,36,2000,36,80,-1.4,-1.4,-1.4,0,0,0,0,0,0,-1392,-1392,-1392,-116,-116,-116,-69,-69,-69
