고시원 이름,평수,총 방 갯수,총 욕실 갯수,주차 공간,보증금,월 임대료,관리비,매물 총액,인근 지하철,인근 대학교,보증금 전처리,매물 총액 전처리,방 갯수 전처리,월 임대료 전처리,관리비 전처리,지역별 평균 월세,TC(총영업비용),FC(고정비용),VC(변동비용),회수기간_상,회수기간_중,회수기간_하,연수익매출_상,연수익매출_중,연수익매출_하,월수익매출_상,월수익매출_중,월수익매출_하,연순수익_상,연순수익_중,연순수익_하,월순수익_상,월순수익_중,월순수익_하,순수익률_상,순수익률_중,순수익률_하
서울 서초구 서초동,302.4, 34 개, 25 개,00 대,5000 만원,422,0,2억5천,-선택사항- ,-선택사항-     ,5000,25000,34,422,0,45,25000,45,113,3.3,3.8,4.9,8496,8496,8496,791,708,583,7596,6600,5100,633,550,425,30,26,20
서울 강남구 역삼동,432.03, 36 개, 36 개,00 대,2억3천 만원,1200,0,3억8천,-선택사항- ,-선택사항-     ,23000,38000,36,1200,0,48,38000,48,120,7.5,8.7,11.8,6372,6372,6372,593,531,437,5100,4356,3228,425,363,269,13,11,8
서울 강동구 00동,422.18, 54 개, 14 개,00 대,8,['000 만원'],None,23,-선택사항- ,-선택사항-     ,8000,23000,54,0,0,38,23000,38,180,5.1,6.1,8.8,6372,6372,6372,593,531,437,4500,3756,2628,375,313,219,19,16,11
서울 영등포구 00동,320, 35 개, 29 개,00 대,7000 만원,380,0,15000,-선택사항- ,-선택사항-     ,7000,15000,35,380,0,38,15000,38,116,7.7,9.7,15.8,3396,3396,3396,316,283,233,1944,1548,948,162,129,79,12,10,6
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 송파구 잠실동,312.73, 29 개,  개,00 대,5000 만원,400,0,34000,-선택사항- ,-선택사항-     ,5000,34000,29,400,0,42,34000,42,96,2.8,3.2,4,12324,12324,12324,1147,1027,845,12108,10668,8484,1009,889,707,35,31,24
서울 종로구 00동,고시원 ,  개,  개,00 대,7000 만원,545,0,38000,-선택사항- ,-선택사항-     ,7000,38000,0,545,0,42,38000,42,96,2.8,3.2,4,12324,12324,12324,1147,1027,845,12108,10668,8484,1009,889,707,35,31,24
서울 동대문구 00동,295.2, 37 개, 13 개,2 대,4000 만원,360,60,12500,-선택사항- ,-선택사항-     ,4000,12500,37,360,60,37,12500,97,123,9,12.9,38.6,3612,3612,3612,336,301,247,1392,972,324,116,81,27,11,7,2
서울 영등포구 00동,268.8, 31 개, 24 개,없음 대,4000 만원,280,35,22000,-선택사항- ,-선택사항-     ,4000,22000,31,280,35,38,22000,73,103,3.4,4,5.3,7644,7644,7644,712,637,525,6432,5532,4188,536,461,349,29,25,19
서울 강남구 00동,. , 31 개, . 개,. 대,. 만원, . , . ,2억3천,2호선 강남역,-선택사항-     ,0,23000,31,0,0,48,23000,48,103,2.5,2.9,3.7,9768,9768,9768,910,814,670,9108,7956,6228,759,663,519,39,34,27
서울 성북구 00동,293.6, 42 개, 4 개,1 대,3000 만원,300, 포함 ,11000,-선택사항- ,-선택사항-     ,3000,11000,42,300,0,37,11000,37,140,6.6,8.6,16.4,3396,3396,3396,316,283,233,1668,1272,672,139,106,56,15,11,6
서울 동작구 00동,330.79, 41 개, 13 개,1 대,7000 만원,300,15,18000,-선택사항- ,-선택사항-     ,7000,18000,41,300,15,38,18000,53,136,6.1,7.5,11.5,4668,4668,4668,435,389,320,2952,2400,1572,246,200,131,16,13,8
서울 동작구 00동,124.86, 25 개, 23 개,없음 대,3000 만원,255, 없음 ,17000,-선택사항- ,-선택사항-     ,3000,17000,25,255,0,38,17000,38,83,3.3,3.8,4.9,5940,5940,5940,554,495,408,5196,4488,3444,433,374,287,30,26,20
서울 관악구 00동,260,  개,  개,00 대,3000 만원,350, 사용량에 따라 부과 ,1억7000,-선택사항- ,-선택사항-     ,3000,17000,0,350,0,33,17000,38,83,3.3,3.8,4.9,5940,5940,5940,554,495,408,5196,4488,3444,433,374,287,30,26,20
서울 영등포구 00동,500,  개,  개,00 대,6000 만원,400, 사용량에 따라 부과 ,1억3000,-선택사항- ,-선택사항-     ,6000,13000,0,400,0,38,13000,38,83,3.3,3.8,4.9,5940,5940,5940,554,495,408,5196,4488,3444,433,374,287,30,26,20
서울 노원구 00동,283,  개,  개,00 대,4000 만원,280,20,5000,-선택사항- ,-선택사항-     ,4000,5000,0,280,20,36,5000,38,83,3.3,3.8,4.9,5940,5940,5940,554,495,408,5196,4488,3444,433,374,287,30,26,20
서울 양천구 00동,310,  개,  개,00 대,9000 만원,360, 사용량에 따라 부과 ,2억,-선택사항- ,-선택사항-     ,9000,20000,0,360,0,35,20000,38,83,3.3,3.8,4.9,5940,5940,5940,554,495,408,5196,4488,3444,433,374,287,30,26,20
서울 송파구 00,300, 30 개, 30 개,00 대,5000 만원,400,0,3억3천,-선택사항- ,-선택사항-     ,5000,33000,30,400,0,42,33000,42,100,2.8,3.2,4.1,11892,11892,11892,1108,991,816,11592,10188,8088,966,849,674,35,30,24
서울 강동구 둔촌동,374.98, 57 개, 3 개,6 대,5천 만원,330, 678.000원 ,1억4천5백,-선택사항- ,-선택사항-     ,5000,14500,57,330,678,38,14500,716,190,-2.3,-2.1,-1.9,4032,4032,4032,376,336,277,-6360,-6840,-7548,-530,-570,-629,-43,-47,-52
서울 관악구 봉천동,194.05, 54 개, 24 개,1 대,6천5백 만원,600, 없음 ,1억8천,-선택사항- ,-선택사항-     ,6500,18000,54,600,0,33,18000,33,180,6.2,7.7,12.3,4884,4884,4884,455,407,335,2904,2328,1464,242,194,122,16,12,8
서울 구로구 00동,562, 67 개,  개,00 대,6천 만원,560,100,2억7천,-선택사항- ,-선택사항-     ,6000,27000,67,560,100,36,27000,136,223,4.8,5.9,8.9,8916,8916,8916,831,743,612,5664,4608,3036,472,384,253,20,17,11
서울 관악구 00동,320, 38 개,  개,00 대,4천 만원,420,30,2억,-선택사항- ,-선택사항-     ,4000,20000,38,420,30,33,20000,63,126,3.8,4.4,6,6792,6792,6792,633,566,466,5328,4524,3324,444,377,277,26,22,16
서울 강북구 도봉동,240, 35 개, 3 개,00 대,3000 만원,200,0,7000,-선택사항- ,-선택사항-     ,3000,7000,35,200,0,35,7000,35,116,83.3,-58.3,-16.7,1692,1692,1692,158,141,116,84,-120,-420,7,-10,-35,1,-1,-6
서울 중구 을지로3가,152.33, 41 개, 13 개,X 대,4천3백 만원,385, 없음 ,1억7천,-선택사항- ,-선택사항-     ,4300,17000,41,385,0,41,17000,41,136,4.4,5.2,7.3,5388,5388,5388,502,449,370,3900,3264,2316,325,272,193,22,19,13
서울 강남구 00동,올원룸 ,  개,  개,00 대,6000 만원,550,0,27000,-선택사항- ,-선택사항-     ,6000,27000,0,550,0,48,27000,41,136,4.4,5.2,7.3,5388,5388,5388,502,449,370,3900,3264,2316,325,272,193,22,19,13
서울 강동구 강동동,260, 39 개, 3 개,2 대,3000 만원,164,0,1억,-선택사항- ,-선택사항-     ,3000,10000,39,164,0,38,10000,38,130,7.6,10.5,23.1,2964,2964,2964,277,247,204,1308,948,432,109,79,36,13,9,4
서울 관악구 00동,330, 37 개, 0 개,00 대,7000 만원,320,0,,-선택사항- ,-선택사항-     ,7000,0,37,320,0,33,0,33,123,7.6,10.5,23.1,-2964,-2964,-2964,-277,-247,-204,-5196,-4836,-4320,-433,-403,-360,13,9,4
서울 종로구 00동,495, 48 개, 0 개,00 대,6000 만원,600,0,,-선택사항- ,-선택사항-     ,6000,0,48,600,0,42,0,42,160,7.6,10.5,23.1,-2544,-2544,-2544,-237,-212,-175,-5268,-4968,-4524,-439,-414,-377,13,9,4
서울 양천구 00동,330, 40 개, 0 개,00 대,4000 만원,220,0,1억2000,-선택사항- ,-선택사항-     ,4000,12000,40,220,0,35,12000,35,133,6.8,8.7,15.4,3396,3396,3396,316,283,233,1776,1380,780,148,115,65,14,11,6
서울 강남구 00동,600, 50 개, 30 개,4 대,8500 만원,520,0,2억2천,-선택사항- ,-선택사항-     ,8500,22000,50,520,0,48,22000,48,166,5.7,6.9,10.2,5736,5736,5736,534,478,393,3840,3168,2148,320,264,179,17,14,9
서울 중랑구 중양구,103평 , 34 개, 3 개,00 대,5천 만원,350,40,1억2천,-선택사항- ,-선택사항-     ,5000,12000,34,350,40,32,12000,72,113,10.9,16.1,52.6,2964,2964,2964,277,247,204,1104,744,228,92,62,19,9,6,1
서울 송파구 송파구,102평 , 25 개,  개,00 대,4천 만원,160,0,1억6천,-선택사항- ,-선택사항-     ,4000,16000,25,160,0,42,16000,42,83,3.8,4.4,5.9,5100,5100,5100,475,425,350,4200,3600,2700,350,300,225,26,22,16
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 구로구 00동,294, 29 개, 29 개,00 대,4천 만원,300,0,2억6천,-선택사항- ,-선택사항-     ,4000,26000,29,300,0,36,26000,36,96,2.9,3.3,4.3,9348,9348,9348,870,779,641,8856,7764,6108,738,647,509,34,29,23
서울 종로구 00동,430, 39 개, 39 개,00 대,5천 만원,530,50,3억6천,-선택사항- ,-선택사항-     ,5000,36000,39,530,50,42,36000,92,130,3,3.4,4.4,13164,13164,13164,1227,1097,904,12060,10500,8184,1005,875,682,33,29,22
서울 구로구 00동,264, 30 개,  개,00 대,3천 만원,220,30,1억3천,-선택사항- ,-선택사항-     ,3000,13000,30,220,30,36,13000,66,100,4.7,5.8,8.7,4248,4248,4248,395,354,291,2748,2256,1500,229,188,125,21,17,11
서울 종로구 00동,292, 29 개,  개,00 대,4천 만원,360,30,1억4천,-선택사항- ,-선택사항-     ,4000,14000,29,360,30,42,14000,72,96,5.1,6.3,9.5,4248,4248,4248,395,354,291,2724,2232,1476,227,186,123,19,15,10
서울 영등포구 00동,315, 40 개,  개,00 대,5천 만원,370,30,1억6천,-선택사항- ,-선택사항-     ,5000,16000,40,370,30,38,16000,68,133,5.7,7.1,11.2,4668,4668,4668,435,389,320,2808,2256,1428,234,188,119,17,14,8
서울 영등포구 00동,320, 35 개, 29 개,00 대,7000 만원,380,0,시,-선택사항- ,-선택사항-     ,7000,0,35,380,0,38,0,38,116,5.7,7.1,11.2,-2964,-2964,-2964,-277,-247,-204,-5172,-4812,-4296,-431,-401,-358,17,14,8
서울 중구 00동,120평 ,  개,  개,00 대,3000 만원,490,0,27000,-선택사항- ,-선택사항-     ,3000,27000,0,490,0,41,27000,38,116,5.7,7.1,11.2,-2964,-2964,-2964,-277,-247,-204,-5172,-4812,-4296,-431,-401,-358,17,14,8
서울 영등포구 00동,95평 ,  개,  개,00 대,5000 만원,450,0,6000,-선택사항- ,-선택사항-     ,5000,6000,0,450,0,38,6000,38,116,5.7,7.1,11.2,-2964,-2964,-2964,-277,-247,-204,-5172,-4812,-4296,-431,-401,-358,17,14,8
서울 강동구 00동,110,  개,  개,00 대,5000 만원,550,0,31000,-선택사항- ,-선택사항-     ,5000,31000,0,550,0,38,31000,38,116,5.7,7.1,11.2,-2964,-2964,-2964,-277,-247,-204,-5172,-4812,-4296,-431,-401,-358,17,14,8
서울 동작구 00동,430, 36 개, 36 개,00 대,5000 만원,400,0,2억3000,-선택사항- ,-선택사항-     ,5000,23000,36,400,0,38,23000,38,120,3.5,4,5.2,7644,7644,7644,712,637,525,6648,5748,4404,554,479,367,28,24,19
서울 관악구 00동,310, 38 개,  개,00 대,6000 만원,430,0,21000,-선택사항- ,-선택사항-     ,6000,21000,38,430,0,33,21000,33,126,4,4.7,6.3,6372,6372,6372,593,531,437,5208,4464,3336,434,372,278,24,21,15
서울 관악구 00동,380, 47 개, 18 개,00 대,3500 만원,350,0,1억6500,-선택사항- ,-선택사항-     ,3500,16500,47,350,0,33,16500,33,156,4.2,5.1,7.2,5520,5520,5520,514,460,379,3900,3252,2280,325,271,190,23,19,13
서울 영등포구 00동,370, 40 개, 20 개,00 대,5000 만원,400,0,1억6000,-선택사항- ,-선택사항-     ,5000,16000,40,400,0,38,16000,38,133,5.1,6.1,8.9,4668,4668,4668,435,389,320,3168,2616,1788,264,218,149,19,16,11
서울 강서구 00동,360, 50 개,  개,00 대,7000 만원,300,0,17000,-선택사항- ,-선택사항-     ,7000,17000,50,300,0,34,17000,34,166,7.3,9.2,15.6,4248,4248,4248,395,354,291,2340,1848,1092,195,154,91,13,10,6
서울 동대문구 00동,380, 38 개, 38 개,00 대,5000 만원,500,0,3억,-선택사항- ,-선택사항-     ,5000,30000,38,500,0,37,30000,37,126,3,3.5,4.4,10620,10620,10620,989,885,729,9912,8664,6792,826,722,566,33,28,22
서울 강동구 00동,240, 29 개,  개,00 대, 만원,264,0,16000,-선택사항- ,-선택사항-     ,0,16000,29,264,0,38,16000,38,96,2.7,3.1,4,6792,6792,6792,633,566,466,5988,5184,3984,499,432,332,37,32,24
서울 구로구 00동,285, 24 개,  개,00 대,2000 만원,150,0,2000,-선택사항- ,-선택사항-     ,2000,2000,24,150,0,36,2000,36,80,-1.4,-1.4,-1.4,0,0,0,0,0,0,-1392,-1392,-1392,-116,-116,-116,-69,-69,-69
서울 강동구 00동,350, 36 개,  개,00 대,4000 만원,605,0,31000,-선택사항- ,-선택사항-     ,4000,31000,36,605,0,38,31000,38,120,2.8,3.2,4.1,11472,11472,11472,1068,956,787,10920,9576,7548,910,798,629,35,30,24
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 양천구 00동,310,  개,  개,00 대,9000 만원,360,100,2억,-선택사항- ,-선택사항-     ,9000,20000,0,360,100,35,20000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 노원구 00동,283,  개,  개,00 대,4000 만원,280,20,4000,-선택사항- ,-선택사항-     ,4000,4000,0,280,20,36,4000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 광진구 00동,400,  개,  개,00 대,4000 만원,360, 사용량에 따라 부과 ,1억1000,-선택사항- ,-선택사항-     ,4000,11000,0,360,0,39,11000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 구로구 00동,595.04, 55 개,  개,00 대,7000 만원,470, 110만원 ,14000,-선택사항- ,-선택사항-     ,7000,14000,55,470,110,36,14000,146,183,-22.4,-14.2,-9.3,2964,2964,2964,277,247,204,-624,-984,-1500,-52,-82,-125,-4,-7,-10
서울 동작구 00동,. , 36 개,  개,. 대,4000 만원,330,0,1억6천,-선택사항- ,-선택사항-     ,4000,16000,36,330,0,38,16000,38,120,4.2,5,6.9,5100,5100,5100,475,425,350,3804,3204,2304,317,267,192,23,20,14
서울 동작구 00동,. ,  개,  개,00 대,5000 만원,370, . ,1억6천,-선택사항- ,-선택사항-     ,5000,16000,0,370,0,38,16000,38,120,4.2,5,6.9,5100,5100,5100,475,425,350,3804,3204,2304,317,267,192,23,20,14
서울 동작구 00동,. , 45 개, 9 개,00 대,5000 만원,280, . ,3억2천,-선택사항- ,-선택사항-     ,5000,32000,45,280,0,38,32000,38,150,3,3.5,4.5,11472,11472,11472,1068,956,787,10560,9216,7188,880,768,599,33,28,22
서울 송파구 00동,. , 37 개, . 개,2 대,5000 만원,400, . ,1억9천,-선택사항- ,-선택사항-     ,5000,19000,37,400,0,42,19000,42,123,4.1,4.8,6.5,5940,5940,5940,554,495,408,4668,3960,2916,389,330,243,24,20,15
서울 마포구 00동,. , 53 개, 33 개,1 대,1억5천 만원, . , . ,2억2000,-선택사항- ,-선택사항-     ,15000,22000,53,0,0,40,22000,40,176,30.1,59.1,-152.8,2964,2964,2964,277,247,204,732,372,-144,61,31,-12,3,1,0
서울 서초구 00동,. , 28 개, . 개,00 대,5000 만원, . , . ,2억8천,-선택사항- ,-선택사항-     ,5000,28000,28,0,0,45,28000,45,93,3,3.5,4.4,9768,9768,9768,910,814,670,9264,8112,6384,772,676,532,33,28,22
서울 마포구 00동,. , . 개, . 개,00 대,. 만원,290,20,3억2천,-선택사항- ,-선택사항-     ,0,32000,0,290,20,40,32000,45,93,3,3.5,4.4,9768,9768,9768,910,814,670,9264,8112,6384,772,676,532,33,28,22
서울 동작구 00동,. , 55 개, 55 개,1 대,1억 만원, . , . ,3억2천,-선택사항- ,-선택사항-     ,10000,32000,55,0,0,38,32000,38,183,4.1,4.8,6.3,9348,9348,9348,870,779,641,7788,6696,5040,649,558,420,24,20,15
서울 강남구 양재대로,330, 28 개, 28 개,불가 대,5000 만원,450, 없음 ,2억8천,-선택사항- ,-선택사항-     ,5000,28000,28,450,0,48,28000,48,93,3,3.5,4.4,9768,9768,9768,910,814,670,9228,8076,6348,769,673,529,32,28,22
서울 송파구 백제고분로,312.73, 30 개, 30 개,불가 대,5000 만원,400, 없음 ,3억2천,-선택사항- ,-선택사항-     ,5000,32000,30,400,0,42,32000,42,100,2.9,3.3,4.1,11472,11472,11472,1068,956,787,11112,9768,7740,926,814,645,34,30,24
서울 동대문구 이문동,210.31, 31 개, 2 개,불가 대,3000 만원,262, 없음 ,1억,-선택사항- ,-선택사항-     ,3000,10000,31,262,0,37,10000,37,103,6.1,7.8,13,2964,2964,2964,277,247,204,1644,1284,768,137,107,64,16,12,7
서울 영등포구 00동,320, 35 개, 29 개,00 대,7000 만원,380,0,시설비8000,-선택사항- ,-선택사항-     ,7000,8000,35,380,0,38,8000,38,116,-5.8,-5.6,-5.3,420,420,420,39,35,29,-1380,-1428,-1500,-115,-119,-125,-17,-17,-18
서울 송파구 잠실동,300, 38 개, 30 개,불가 대,7000 만원,450, 없음 ,2억,-선택사항- ,-선택사항-     ,7000,20000,38,450,0,42,20000,42,126,4.8,5.7,7.9,5520,5520,5520,514,460,379,4152,3504,2532,346,292,211,20,17,12
서울 종로구 관철동,263, 38 개, 20 개,불가 대,8000 만원,550, 없음 ,2억,-선택사항- ,-선택사항-     ,8000,20000,38,550,0,42,20000,42,126,5.4,6.5,9.2,5088,5088,5088,474,424,349,3672,3072,2172,306,256,181,18,15,10
서울 종로구 00동,400, 52 개, 42 개,1 대,8500 만원,600,40,19500,-선택사항- ,-선택사항-     ,8500,19500,52,600,40,42,19500,82,173,9,12.1,25,4668,4668,4668,435,389,320,2160,1608,780,180,134,65,11,8,4
서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,2억,-선택사항- ,-선택사항-     ,4000,20000,36,450,0,33,20000,33,120,3.5,4,5.3,6792,6792,6792,633,566,466,5760,4956,3756,480,413,313,28,24,18
서울 동대문구 제기동,420, 39 개, 39 개,1 대,5천 만원,470,30,합3억,-선택사항- ,-선택사항-     ,5000,30000,39,470,30,37,30000,67,130,3.2,3.6,4.7,10620,10620,10620,989,885,729,9504,8256,6384,792,688,532,31,27,21
서울 종로구 종로4가,300, 30 개, 15 개,1 대,4천 만원,370,30,합1억5천,-선택사항- ,-선택사항-     ,4000,15000,30,370,30,42,15000,72,100,4.8,5.8,8.4,4668,4668,4668,435,389,320,3156,2604,1776,263,217,148,21,17,11
서울 영등포구 도림동,340, 35 개, 28 개,1 대,7천 만원,350,10,권리금1억,-선택사항- ,-선택사항-     ,7000,10000,35,350,10,38,10000,48,116,-18.1,-14.4,-10.8,1272,1272,1272,118,106,87,-552,-696,-924,-46,-58,-77,-5,-6,-9
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 중랑구 00동,304.88, 46 개,  개,00 대,7500 만원,445, 없음 ,17500,-선택사항- ,-선택사항-     ,7500,17500,46,445,0,32,17500,32,153,6.9,8.6,13.8,4248,4248,4248,395,354,291,2520,2028,1272,210,169,106,14,11,7
서울 강동구 00동,240, 28 개,  개,00 대,3000 만원,264,0,16000,-선택사항- ,-선택사항-     ,3000,16000,28,264,0,38,16000,38,93,3.5,4.1,5.4,5520,5520,5520,514,460,379,4596,3948,2976,383,329,248,28,24,18
서울 성북구 00동,594.18, 상담 개,  개,00 대,7500 만원,450,0,27000,-선택사항- ,-선택사항-     ,7500,27000,0,450,0,37,27000,38,93,3.5,4.1,5.4,5520,5520,5520,514,460,379,4596,3948,2976,383,329,248,28,24,18
서울 서초구 00동,393.75,  개,  개,00 대,6000 만원,578,0,19000,-선택사항- ,-선택사항-     ,6000,19000,0,578,0,45,19000,38,93,3.5,4.1,5.4,5520,5520,5520,514,460,379,4596,3948,2976,383,329,248,28,24,18
서울 동작구 00동,280, 45 개,  개,00 대,10000 만원,300,0,28000,-선택사항- ,-선택사항-     ,10000,28000,45,300,0,38,28000,38,150,4.5,5.2,6.9,7644,7644,7644,712,637,525,6288,5388,4044,524,449,337,22,19,14
서울 동작구 00동,320, 50 개,  개,00 대,5000 만원,350,0,13000,-선택사항- ,-선택사항-     ,5000,13000,50,350,0,38,13000,38,166,9.7,13.7,37.4,3396,3396,3396,316,283,233,1344,948,348,112,79,29,10,7,2
서울 동대문구 00동,370, 38 개, 38 개,00 대,5천 만원,470,30,3억,-선택사항- ,-선택사항-     ,5000,30000,38,470,30,37,30000,67,126,3.1,3.6,4.7,10620,10620,10620,989,885,729,9552,8304,6432,796,692,536,31,27,21
서울 동대문구 00동,509, 44 개, 44 개,00 대,4천 만원,440,30,3억5천,-선택사항- ,-선택사항-     ,4000,35000,44,440,30,37,35000,67,146,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12168,10608,8292,1014,884,691,34,30,23
서울 광진구 00동,376, 40 개, 40 개,00 대,4천 만원,480,50,3억4천,-선택사항- ,-선택사항-     ,4000,34000,40,480,50,39,34000,89,133,2.9,3.4,4.3,12744,12744,12744,1187,1062,875,11580,10080,7836,965,840,653,34,29,23
서울 동작구 00동,330, 32 개, 32 개,00 대,4천 만원,290,0,2억8천,-선택사항- ,-선택사항-     ,4000,28000,32,290,0,38,28000,38,106,2.9,3.3,4.2,10200,10200,10200,950,850,700,9672,8472,6672,806,706,556,34,30,23
서울 동작구 00동,328, 35 개, 35 개,00 대,1억5천 만원,470,30,3억2천,-선택사항- ,-선택사항-     ,15000,32000,35,470,30,38,32000,68,116,5.5,6.4,8.6,7224,7224,7224,672,602,495,5856,5016,3732,488,418,311,18,15,11
서울 성동구 한양대,300, 30 개, 8 개,1 대,2천 만원,160,20,합1억6천,-선택사항- ,-선택사항-     ,2000,16000,30,160,20,38,16000,58,100,3.4,4,5.3,5940,5940,5940,554,495,408,4752,4044,3000,396,337,250,29,25,18
서울 광진구 00동,360, 43 개, 0 개,00 대,5000 만원,550, 별도 ,3억3000,-선택사항- ,-선택사항-     ,5000,33000,43,550,0,39,33000,39,143,3,3.4,4.3,11892,11892,11892,1108,991,816,11112,9708,7608,926,809,634,33,29,23
서울 중랑구 00동,270, 32 개, 0 개,00 대,4000 만원,240,0,8000,-선택사항- ,-선택사항-     ,4000,8000,32,240,0,32,8000,32,106,33.3,222.2,-30.3,1692,1692,1692,158,141,116,240,36,-264,20,3,-22,3,0,-3
서울 양천구 목동,310.5, 34 개, 25 개,5 대,9천 만원,360, 100만원 ,2억,-선택사항- ,-선택사항-     ,9000,20000,34,360,100,35,20000,135,113,8.9,11.8,23.1,4668,4668,4668,435,389,320,2244,1692,864,187,141,72,11,8,4
서울 서초구 서초동,151.2, 34 개, 25 개,X 대,5천 만원,422, 포함 ,2억7천,-선택사항- ,-선택사항-     ,5000,27000,34,422,0,45,27000,45,113,3.2,3.6,4.7,9348,9348,9348,870,779,641,8544,7452,5796,712,621,483,31,27,21
서울 동작구 00동,60, 23 개,  개,00 대,5000 만원,200,0,10000,-선택사항- ,-선택사항-     ,5000,10000,23,200,0,38,10000,38,76,10,13.2,26.9,2124,2124,2124,197,177,145,996,756,372,83,63,31,9,7,3
서울 동작구 00동,고시원 ,  개,  개,00 대,1억 만원,700,0,1억6000,-선택사항- ,-선택사항-     ,10000,16000,0,700,0,38,16000,38,76,10,13.2,26.9,2124,2124,2124,197,177,145,996,756,372,83,63,31,9,7,3
서울 서초구 서초동,405.25, 40 개, 26 개,00 대,6000 만원,575,0,2억1천,-선택사항- ,-선택사항-     ,6000,21000,40,575,0,45,21000,45,133,4.2,5,6.8,6372,6372,6372,593,531,437,4980,4236,3108,415,353,259,23,20,14
서울 영등포구 00동,270, 46 개,  개,00 대,5000 만원,450,0,6000,-선택사항- ,-선택사항-     ,5000,6000,46,450,0,38,6000,38,153,-3.3,-3.2,-3.1,420,420,420,39,35,29,-1824,-1872,-1944,-152,-156,-162,-30,-31,-32
서울 서초구 00동,400, 40 개,  개,00 대,6천 만원,530,0,1억9천,-선택사항- ,-선택사항-     ,6000,19000,40,530,0,45,19000,45,133,4.7,5.6,7.9,5520,5520,5520,514,460,379,4032,3384,2412,336,282,201,21,17,12
서울 성북구 00동,299, 36 개,  개,00 대,2천 만원,290,0,1억4천,-선택사항- ,-선택사항-     ,2000,14000,36,290,0,37,14000,37,120,3.7,4.4,6,5100,5100,5100,475,425,350,3816,3216,2316,318,268,193,27,22,16
서울 중구 00동,500, 45 개, 44 개,1 대,4000 만원,450,20,35000,-선택사항- ,-선택사항-     ,4000,35000,45,450,20,41,35000,61,150,2.9,3.3,4.2,13164,13164,13164,1227,1097,904,12192,10632,8316,1016,886,693,34,30,23
서울 관악구 00동,330, 36 개, 25 개,00 대,4000 만원,450,0,19500,-선택사항- ,-선택사항-     ,4000,19500,36,450,0,33,19500,33,120,3.5,4.1,5.4,6576,6576,6576,613,548,452,5520,4740,3588,460,395,299,28,24,18
서울 강남구 역삼동,288.58, 28 개, 28 개,불가 대,6000 만원,550, 없음 ,2억7천,-선택사항- ,-선택사항-     ,6000,27000,28,550,0,48,27000,48,93,3.3,3.7,4.8,8916,8916,8916,831,743,612,8280,7224,5652,690,602,471,30,26,20
서울 강남구 도곡역,300, 40 개, 0 개,1 대,3500 만원,295,30,합7900,-선택사항- ,-선택사항-     ,3500,7900,40,295,30,48,7900,78,133,-17.8,-11.8,-7.9,1860,1860,1860,174,155,128,-444,-672,-996,-37,-56,-83,-5,-8,-12
서울 송파구 잠실동,300, 38 개, 30 개,불가 대,7000 만원,450, 없음 ,2억,-선택사항- ,-선택사항-     ,7000,20000,38,450,0,42,20000,42,126,4.8,5.7,7.9,5520,5520,5520,514,460,379,4152,3504,2532,346,292,211,20,17,12
서울 송파구 양재대로,429.78, 21 개, 21 개,불가 대,1억 만원,610, 없음 ,3억1천,-선택사항- ,-선택사항-     ,10000,31000,21,610,0,42,31000,42,70,3.6,4.1,5.2,8916,8916,8916,831,743,612,8628,7572,6000,719,631,500,27,24,19
서울 동작구 00동,430, 36 개, 36 개,00 대,5000 만원,400,0,2억3000,-선택사항- ,-선택사항-     ,5000,23000,36,400,0,38,23000,38,120,3.5,4,5.2,7644,7644,7644,712,637,525,6648,5748,4404,554,479,367,28,24,19
서울 동대문구 이문동,295.2, 37 개, 9 개,불가 대,4000 만원,360,120,1억4천,-선택사항- ,-선택사항-     ,4000,14000,37,360,120,37,14000,157,123,10.1,15.8,106.1,4248,4248,4248,395,354,291,1380,888,132,115,74,11,9,6,0
